Card,Block,Category/Count,Games,Win Rate,Play Rate,Weighted Play Rate,Weighted Inclusion Rate
"•The One Ring, The Great Ring",Expanded (PC),The One Ring,166,0.5241,0.3825,3.06,3.06
"•The One Ring, The Great Ring",All Blocks (PC),The One Ring,166,0.5241,0.1461,2.19,2.19
"•Frodo, Resolute Hobbit",Expanded (PC),Ring Bearer,67,0.5224,0.1544,2.78,2.78
"•Frodo, Resolute Hobbit",Movie Block (PC),Ring Bearer,61,0.4262,0.1981,2.77,2.77
"•Frodo, Resolute Hobbit",All Blocks (PC),Ring Bearer,128,0.4766,0.1127,3.94,3.94
"•The One Ring, Answer To All Riddles",Expanded (PC),The One Ring,35,0.3429,0.0806,0.64,0.64
"•The One Ring, Answer To All Riddles",Movie Block (PC),The One Ring,180,0.4833,0.5844,2.92,2.92
"•The One Ring, Answer To All Riddles",All Blocks (PC),The One Ring,215,0.4605,0.1893,2.84,2.84
"•Frodo, Old Bilbo's Heir",Expanded (PC),Ring Bearer,9,0.3333,0.0207,0.37,0.37
"•Frodo, Old Bilbo's Heir",Fellowship Block (PC),Ring Bearer,76,0.4342,0.1929,0.58,0.58
"•Frodo, Old Bilbo's Heir",Movie Block (PC),Ring Bearer,17,0.4118,0.0552,0.77,0.77
"•Frodo, Old Bilbo's Heir",All Blocks (PC),Ring Bearer,102,0.4216,0.0898,3.14,3.14
"Courtyard Parapet",Expanded (PC),Site,72,0.4861,0.1659,13.27,13.27
"Courtyard Parapet",All Blocks (PC),Site,72,0.4861,0.0634,11.96,11.96
"Neekerbreekers' Bog",Expanded (PC),Site,116,0.5172,0.2673,21.38,21.38
"Neekerbreekers' Bog",All Blocks (PC),Site,116,0.5172,0.1021,19.26,19.26
"Pelennor Fields",Expanded (PC),Site,10,0.7000,0.0230,1.84,1.84
"Pelennor Fields",All Blocks (PC),Site,10,0.7000,0.0088,1.66,1.66
"Fords of Isen",Expanded (PC),Site,50,0.3800,0.1152,9.22,9.22
"Fords of Isen",All Blocks (PC),Site,50,0.3800,0.0440,8.30,8.30
"Helm's Gate",Expanded (PC),Site,97,0.4742,0.2235,17.88,17.88
"Helm's Gate",All Blocks (PC),Site,97,0.4742,0.0854,16.11,16.11
"Moria Stairway",Expanded (PC),Site,112,0.5089,0.2581,20.65,20.65
"Moria Stairway",Fellowship Block (PC),Site,6,0.3333,0.0152,0.97,0.97
"Moria Stairway",All Blocks (PC),Site,118,0.5000,0.1039,19.60,19.60
"Harrowdale",Expanded (PC),Site,101,0.6139,0.2327,18.62,18.62
"Harrowdale",All Blocks (PC),Site,101,0.6139,0.0889,16.77,16.77
"Trollshaw Forest",Expanded (PC),Site,99,0.4848,0.2281,18.25,18.25
"Trollshaw Forest",Fellowship Block (PC),Site,63,0.2540,0.1599,10.25,10.25
"Trollshaw Forest",All Blocks (PC),Site,162,0.3951,0.1426,26.91,26.91
"Sirannon Ruins",Expanded (PC),Site,144,0.5417,0.3318,26.54,26.54
"Sirannon Ruins",All Blocks (PC),Site,144,0.5417,0.1268,23.92,23.92
"•Firefoot, Mearas of the Mark",Expanded (PC),1,9,0.6667,0.0207,Unknown,0.82
"•Firefoot, Mearas of the Mark",Expanded (PC),Any,9,0.6667,0.0207,Unknown,0.82
"•Firefoot, Mearas of the Mark",All Blocks (PC),Any,9,0.6667,0.0079,Unknown,0.62
"Heavy Chain",Expanded (PC),1,7,0.2857,0.0161,Unknown,0.63
"Heavy Chain",Expanded (PC),2,1,1.0000,0.0023,Unknown,0.09
"Heavy Chain",Expanded (PC),3,5,0.4000,0.0115,Unknown,0.45
"Heavy Chain",Expanded (PC),Any,13,0.3846,0.0300,Unknown,1.18
"Heavy Chain",Movie Block (PC),2,1,1.0000,0.0032,Unknown,0.08
"Heavy Chain",Movie Block (PC),Any,1,1.0000,0.0032,Unknown,0.08
"Heavy Chain",All Blocks (PC),Any,14,0.4286,0.0123,Unknown,0.96
"•Freely Across Our Land",Expanded (PC),1,81,0.5556,0.1866,Unknown,7.35
"•Freely Across Our Land",Expanded (PC),2,13,0.6923,0.0300,Unknown,1.18
"•Freely Across Our Land",Expanded (PC),3,1,1.0000,0.0023,Unknown,0.09
"•Freely Across Our Land",Expanded (PC),Any,95,0.5789,0.2189,Unknown,8.62
"•Freely Across Our Land",All Blocks (PC),Any,95,0.5789,0.0836,Unknown,6.50
"Last Days of My House",Expanded (PC),1,1,1.0000,0.0023,Unknown,0.09
"Last Days of My House",Expanded (PC),2,2,0.5000,0.0046,Unknown,0.18
"Last Days of My House",Expanded (PC),3,63,0.5714,0.1452,Unknown,5.71
"Last Days of My House",Expanded (PC),4,1,1.0000,0.0023,Unknown,0.09
"Last Days of My House",Expanded (PC),Any,67,0.5821,0.1544,Unknown,6.08
"Last Days of My House",All Blocks (PC),Any,67,0.5821,0.0590,Unknown,4.59
"Rohan Stable Master",Expanded (PC),1,4,0.5000,0.0092,Unknown,0.36
"Rohan Stable Master",Expanded (PC),2,3,0.0000,0.0069,Unknown,0.27
"Rohan Stable Master",Expanded (PC),3,66,0.5455,0.1521,Unknown,5.99
"Rohan Stable Master",Expanded (PC),4,3,0.6667,0.0069,Unknown,0.27
"Rohan Stable Master",Expanded (PC),Any,76,0.5263,0.1751,Unknown,6.89
"Rohan Stable Master",All Blocks (PC),Any,76,0.5263,0.0669,Unknown,5.20
"Surrendered Weapons",Expanded (PC),1,8,0.7500,0.0184,Unknown,0.73
"Surrendered Weapons",Expanded (PC),2,60,0.5667,0.1382,Unknown,5.44
"Surrendered Weapons",Expanded (PC),3,1,0.0000,0.0023,Unknown,0.09
"Surrendered Weapons",Expanded (PC),Any,69,0.5797,0.1590,Unknown,6.26
"Surrendered Weapons",All Blocks (PC),Any,69,0.5797,0.0607,Unknown,4.72
"Countless Companies",Expanded (PC),1,14,0.4286,0.0323,Unknown,1.27
"Countless Companies",Expanded (PC),2,17,0.6471,0.0392,Unknown,1.54
"Countless Companies",Expanded (PC),3,5,0.6000,0.0115,Unknown,0.45
"Countless Companies",Expanded (PC),Any,36,0.5556,0.0829,Unknown,3.27
"Countless Companies",All Blocks (PC),Any,36,0.5556,0.0317,Unknown,2.46
"•Voice of the Desert, Southron Troop",Expanded (PC),1,7,0.5714,0.0161,Unknown,0.63
"•Voice of the Desert, Southron Troop",Expanded (PC),2,2,1.0000,0.0046,Unknown,0.18
"•Voice of the Desert, Southron Troop",Expanded (PC),3,2,0.5000,0.0046,Unknown,0.18
"•Voice of the Desert, Southron Troop",Expanded (PC),Any,11,0.6364,0.0253,Unknown,1.00
"•Voice of the Desert, Southron Troop",All Blocks (PC),Any,11,0.6364,0.0097,Unknown,0.75
"•Rohirrim Doorwarden",Expanded (PC),1,69,0.5362,0.1590,Unknown,6.26
"•Rohirrim Doorwarden",Expanded (PC),2,4,0.2500,0.0092,Unknown,0.36
"•Rohirrim Doorwarden",Expanded (PC),Any,73,0.5205,0.1682,Unknown,6.62
"•Rohirrim Doorwarden",All Blocks (PC),Any,73,0.5205,0.0643,Unknown,5.00
"Pavise",Expanded (PC),1,10,0.6000,0.0230,Unknown,0.91
"Pavise",Expanded (PC),2,6,0.8333,0.0138,Unknown,0.54
"Pavise",Expanded (PC),3,8,0.5000,0.0184,Unknown,0.73
"Pavise",Expanded (PC),4,20,0.5000,0.0461,Unknown,1.81
"Pavise",Expanded (PC),Any,44,0.5682,0.1014,Unknown,3.99
"Pavise",All Blocks (PC),Any,44,0.5682,0.0387,Unknown,3.01
"Rohirrim Helm",Expanded (PC),1,10,0.4000,0.0230,Unknown,0.91
"Rohirrim Helm",Expanded (PC),2,9,0.7778,0.0207,Unknown,0.82
"Rohirrim Helm",Expanded (PC),3,1,1.0000,0.0023,Unknown,0.09
"Rohirrim Helm",Expanded (PC),4,10,0.9000,0.0230,Unknown,0.91
"Rohirrim Helm",Expanded (PC),Any,30,0.7000,0.0691,Unknown,2.72
"Rohirrim Helm",Movie Block (PC),1,2,0.5000,0.0065,Unknown,0.16
"Rohirrim Helm",Movie Block (PC),2,4,0.7500,0.0130,Unknown,0.32
"Rohirrim Helm",Movie Block (PC),4,4,0.2500,0.0130,Unknown,0.32
"Rohirrim Helm",Movie Block (PC),Any,10,0.5000,0.0325,Unknown,0.79
"Rohirrim Helm",All Blocks (PC),Any,40,0.6500,0.0352,Unknown,2.74
"•Throne of Isengard",Expanded (PC),1,12,0.1667,0.0276,Unknown,1.09
"•Throne of Isengard",Expanded (PC),2,5,0.4000,0.0115,Unknown,0.45
"•Throne of Isengard",Expanded (PC),3,15,0.5333,0.0346,Unknown,1.36
"•Throne of Isengard",Expanded (PC),Any,32,0.3750,0.0737,Unknown,2.90
"•Throne of Isengard",All Blocks (PC),Any,32,0.3750,0.0282,Unknown,2.19
"•Pallando Deceived",Expanded (PC),1,9,0.4444,0.0207,Unknown,0.82
"•Pallando Deceived",Expanded (PC),2,3,0.3333,0.0069,Unknown,0.27
"•Pallando Deceived",Expanded (PC),3,14,0.5000,0.0323,Unknown,1.27
"•Pallando Deceived",Expanded (PC),Any,26,0.4615,0.0599,Unknown,2.36
"•Pallando Deceived",All Blocks (PC),Any,26,0.4615,0.0229,Unknown,1.78
"•Throne of the Golden Hall",Expanded (PC),1,16,0.5625,0.0369,Unknown,1.45
"•Throne of the Golden Hall",Expanded (PC),2,6,0.8333,0.0138,Unknown,0.54
"•Throne of the Golden Hall",Expanded (PC),3,2,0.5000,0.0046,Unknown,0.18
"•Throne of the Golden Hall",Expanded (PC),Any,24,0.6250,0.0553,Unknown,2.18
"•Throne of the Golden Hall",All Blocks (PC),Any,24,0.6250,0.0211,Unknown,1.64
"Courageous Easterling",Expanded (PC),2,6,0.3333,0.0138,Unknown,0.54
"Courageous Easterling",Expanded (PC),4,1,1.0000,0.0023,Unknown,0.09
"Courageous Easterling",Expanded (PC),Any,7,0.4286,0.0161,Unknown,0.63
"Courageous Easterling",All Blocks (PC),Any,7,0.4286,0.0062,Unknown,0.48
"•Alatar Deceived",Expanded (PC),1,1,1.0000,0.0023,Unknown,0.09
"•Alatar Deceived",Expanded (PC),2,7,0.2857,0.0161,Unknown,0.63
"•Alatar Deceived",Expanded (PC),3,12,0.5833,0.0276,Unknown,1.09
"•Alatar Deceived",Expanded (PC),Any,20,0.5000,0.0461,Unknown,1.81
"•Alatar Deceived",All Blocks (PC),Any,20,0.5000,0.0176,Unknown,1.37
"Corsair Halberd",Expanded (PC),1,3,1.0000,0.0069,Unknown,0.27
"Corsair Halberd",Expanded (PC),Any,3,1.0000,0.0069,Unknown,0.27
"Corsair Halberd",All Blocks (PC),Any,3,1.0000,0.0026,Unknown,0.21
"•Bill Ferny, Agent of Saruman",Expanded (PC),1,3,1.0000,0.0069,Unknown,0.27
"•Bill Ferny, Agent of Saruman",Expanded (PC),2,1,1.0000,0.0023,Unknown,0.09
"•Bill Ferny, Agent of Saruman",Expanded (PC),3,4,0.5000,0.0092,Unknown,0.36
"•Bill Ferny, Agent of Saruman",Expanded (PC),Any,8,0.7500,0.0184,Unknown,0.73
"•Bill Ferny, Agent of Saruman",All Blocks (PC),Any,8,0.7500,0.0070,Unknown,0.55
"Bold Easterling",Expanded (PC),2,1,1.0000,0.0023,Unknown,0.09
"Bold Easterling",Expanded (PC),Any,1,1.0000,0.0023,Unknown,0.09
"Bold Easterling",All Blocks (PC),Any,1,1.0000,0.0009,Unknown,0.07
"•Grima, Footman of Saruman",Expanded (PC),1,8,0.6250,0.0184,Unknown,0.73
"•Grima, Footman of Saruman",Expanded (PC),2,2,0.0000,0.0046,Unknown,0.18
"•Grima, Footman of Saruman",Expanded (PC),Any,10,0.5000,0.0230,Unknown,0.91
"•Grima, Footman of Saruman",All Blocks (PC),Any,10,0.5000,0.0088,Unknown,0.68
"•Theoden, The Renowned",Expanded (PC),1,23,0.6957,0.0530,Unknown,2.09
"•Theoden, The Renowned",Expanded (PC),Any,23,0.6957,0.0530,Unknown,2.09
"•Theoden, The Renowned",All Blocks (PC),Any,23,0.6957,0.0202,Unknown,1.57
"Simbelmyne",Expanded (PC),1,12,0.2500,0.0276,Unknown,1.09
"Simbelmyne",Expanded (PC),2,4,0.0000,0.0092,Unknown,0.36
"Simbelmyne",Expanded (PC),3,1,0.0000,0.0023,Unknown,0.09
"Simbelmyne",Expanded (PC),4,26,0.8077,0.0599,Unknown,2.36
"Simbelmyne",Expanded (PC),Any,43,0.5581,0.0991,Unknown,3.90
"Simbelmyne",Movie Block (PC),1,1,1.0000,0.0032,Unknown,0.08
"Simbelmyne",Movie Block (PC),2,3,0.6667,0.0097,Unknown,0.24
"Simbelmyne",Movie Block (PC),3,7,0.5714,0.0227,Unknown,0.56
"Simbelmyne",Movie Block (PC),4,8,0.2500,0.0260,Unknown,0.64
"Simbelmyne",Movie Block (PC),Any,19,0.4737,0.0617,Unknown,1.51
"Simbelmyne",All Blocks (PC),Any,62,0.5323,0.0546,Unknown,4.25
"•Theodred, Second Marshal of the Mark",Expanded (PC),1,23,0.6957,0.0530,Unknown,2.09
"•Theodred, Second Marshal of the Mark",Expanded (PC),Any,23,0.6957,0.0530,Unknown,2.09
"•Theodred, Second Marshal of the Mark",All Blocks (PC),Any,23,0.6957,0.0202,Unknown,1.57
"Spear of the Mark",Expanded (PC),1,15,0.6667,0.0346,Unknown,1.36
"Spear of the Mark",Expanded (PC),2,18,0.8333,0.0415,Unknown,1.63
"Spear of the Mark",Expanded (PC),Any,33,0.7576,0.0760,Unknown,2.99
"Spear of the Mark",All Blocks (PC),Any,33,0.7576,0.0290,Unknown,2.26
"Sturdy Shield",Expanded (PC),1,5,0.4000,0.0115,Unknown,0.45
"Sturdy Shield",Expanded (PC),2,1,1.0000,0.0023,Unknown,0.09
"Sturdy Shield",Expanded (PC),Any,6,0.5000,0.0138,Unknown,0.54
"Sturdy Shield",All Blocks (PC),Any,6,0.5000,0.0053,Unknown,0.41
"•King's Mail",Expanded (PC),1,2,1.0000,0.0046,Unknown,0.18
"•King's Mail",Expanded (PC),Any,2,1.0000,0.0046,Unknown,0.18
"•King's Mail",Movie Block (PC),1,2,1.0000,0.0065,Unknown,0.16
"•King's Mail",Movie Block (PC),Any,2,1.0000,0.0065,Unknown,0.16
"•King's Mail",All Blocks (PC),Any,4,1.0000,0.0035,Unknown,0.27
"•Brego",Expanded (PC),1,102,0.5196,0.2350,Unknown,9.25
"•Brego",Expanded (PC),Any,102,0.5196,0.2350,Unknown,9.25
"•Brego",Movie Block (PC),1,19,0.5263,0.0617,Unknown,1.51
"•Brego",Movie Block (PC),2,3,0.3333,0.0097,Unknown,0.24
"•Brego",Movie Block (PC),Any,22,0.5000,0.0714,Unknown,1.75
"•Brego",All Blocks (PC),Any,124,0.5161,0.1092,Unknown,8.49
"•Eomer's Spear, Trusty Weapon",Expanded (PC),1,11,0.6364,0.0253,Unknown,1.00
"•Eomer's Spear, Trusty Weapon",Expanded (PC),Any,11,0.6364,0.0253,Unknown,1.00
"•Eomer's Spear, Trusty Weapon",All Blocks (PC),Any,11,0.6364,0.0097,Unknown,0.75
"Rider's Bow",Expanded (PC),1,66,0.5758,0.1521,Unknown,5.99
"Rider's Bow",Expanded (PC),2,1,1.0000,0.0023,Unknown,0.09
"Rider's Bow",Expanded (PC),4,1,1.0000,0.0023,Unknown,0.09
"Rider's Bow",Expanded (PC),Any,68,0.5882,0.1567,Unknown,6.17
"Rider's Bow",All Blocks (PC),Any,68,0.5882,0.0599,Unknown,4.66
"•Eowyn, Shieldmaiden of Rohan",Expanded (PC),1,64,0.5781,0.1475,Unknown,5.81
"•Eowyn, Shieldmaiden of Rohan",Expanded (PC),Any,64,0.5781,0.1475,Unknown,5.81
"•Eowyn, Shieldmaiden of Rohan",All Blocks (PC),Any,64,0.5781,0.0563,Unknown,4.38
"•Snowmane, Noble Mearas",Expanded (PC),1,14,0.7143,0.0323,Unknown,1.27
"•Snowmane, Noble Mearas",Expanded (PC),Any,14,0.7143,0.0323,Unknown,1.27
"•Snowmane, Noble Mearas",All Blocks (PC),Any,14,0.7143,0.0123,Unknown,0.96
"•The Mouth of Sauron, Messenger of Mordor",Expanded (PC),1,5,0.6000,0.0115,Unknown,0.45
"•The Mouth of Sauron, Messenger of Mordor",Expanded (PC),2,2,0.0000,0.0046,Unknown,0.18
"•The Mouth of Sauron, Messenger of Mordor",Expanded (PC),3,9,0.6667,0.0207,Unknown,0.82
"•The Mouth of Sauron, Messenger of Mordor",Expanded (PC),4,24,0.6667,0.0553,Unknown,2.18
"•The Mouth of Sauron, Messenger of Mordor",Expanded (PC),Any,40,0.6250,0.0922,Unknown,3.63
"•The Mouth of Sauron, Messenger of Mordor",All Blocks (PC),Any,40,0.6250,0.0352,Unknown,2.74
"•Saruman, Coldly Still",Expanded (PC),2,7,0.5714,0.0161,Unknown,0.63
"•Saruman, Coldly Still",Expanded (PC),4,5,0.2000,0.0115,Unknown,0.45
"•Saruman, Coldly Still",Expanded (PC),Any,12,0.4167,0.0276,Unknown,1.09
"•Saruman, Coldly Still",All Blocks (PC),Any,12,0.4167,0.0106,Unknown,0.82
"•Messenger's Mount",Expanded (PC),1,1,1.0000,0.0023,Unknown,0.09
"•Messenger's Mount",Expanded (PC),Any,1,1.0000,0.0023,Unknown,0.09
"•Messenger's Mount",All Blocks (PC),Any,1,1.0000,0.0009,Unknown,0.07
"War Trident",Expanded (PC),2,5,0.6000,0.0115,Unknown,0.45
"War Trident",Expanded (PC),3,5,0.4000,0.0115,Unknown,0.45
"War Trident",Expanded (PC),4,2,0.0000,0.0046,Unknown,0.18
"War Trident",Expanded (PC),Any,12,0.4167,0.0276,Unknown,1.09
"War Trident",All Blocks (PC),Any,12,0.4167,0.0106,Unknown,0.82
"•Castamir of Umbar, Corsair Vandal",Expanded (PC),1,4,0.5000,0.0092,Unknown,0.36
"•Castamir of Umbar, Corsair Vandal",Expanded (PC),2,1,1.0000,0.0023,Unknown,0.09
"•Castamir of Umbar, Corsair Vandal",Expanded (PC),Any,5,0.6000,0.0115,Unknown,0.45
"•Castamir of Umbar, Corsair Vandal",All Blocks (PC),Any,5,0.6000,0.0044,Unknown,0.34
"•Eowyn's Sword, Dernhelm's Blade",Expanded (PC),1,18,0.5000,0.0415,Unknown,1.63
"•Eowyn's Sword, Dernhelm's Blade",Expanded (PC),Any,18,0.5000,0.0415,Unknown,1.63
"•Eowyn's Sword, Dernhelm's Blade",Movie Block (PC),1,16,0.5625,0.0519,Unknown,1.27
"•Eowyn's Sword, Dernhelm's Blade",Movie Block (PC),2,6,0.3333,0.0195,Unknown,0.48
"•Eowyn's Sword, Dernhelm's Blade",Movie Block (PC),Any,22,0.5000,0.0714,Unknown,1.75
"•Eowyn's Sword, Dernhelm's Blade",All Blocks (PC),Any,40,0.5000,0.0352,Unknown,2.74
"Pursuing Horde",Expanded (PC),2,3,0.6667,0.0069,Unknown,0.27
"Pursuing Horde",Expanded (PC),3,1,0.0000,0.0023,Unknown,0.09
"Pursuing Horde",Expanded (PC),4,7,0.8571,0.0161,Unknown,0.63
"Pursuing Horde",Expanded (PC),Any,11,0.7273,0.0253,Unknown,1.00
"Pursuing Horde",All Blocks (PC),Any,11,0.7273,0.0097,Unknown,0.75
"•Eomer, Forthwith Banished ",Expanded (PC),1,5,0.2000,0.0115,Unknown,0.45
"•Eomer, Forthwith Banished ",Expanded (PC),Any,5,0.2000,0.0115,Unknown,0.45
"•Eomer, Forthwith Banished ",All Blocks (PC),Any,5,0.2000,0.0044,Unknown,0.34
"Rohirrim Shield",Expanded (PC),1,5,0.8000,0.0115,Unknown,0.45
"Rohirrim Shield",Expanded (PC),2,12,0.4167,0.0276,Unknown,1.09
"Rohirrim Shield",Expanded (PC),Any,17,0.5294,0.0392,Unknown,1.54
"Rohirrim Shield",Movie Block (PC),2,6,0.5000,0.0195,Unknown,0.48
"Rohirrim Shield",Movie Block (PC),Any,6,0.5000,0.0195,Unknown,0.48
"Rohirrim Shield",All Blocks (PC),Any,23,0.5217,0.0202,Unknown,1.57
"•Herugrim, Sword of the Mark",Expanded (PC),1,67,0.5821,0.1544,Unknown,6.08
"•Herugrim, Sword of the Mark",Expanded (PC),Any,67,0.5821,0.1544,Unknown,6.08
"•Herugrim, Sword of the Mark",Movie Block (PC),1,3,1.0000,0.0097,Unknown,0.24
"•Herugrim, Sword of the Mark",Movie Block (PC),Any,3,1.0000,0.0097,Unknown,0.24
"•Herugrim, Sword of the Mark",All Blocks (PC),Any,70,0.6000,0.0616,Unknown,4.79
"Green Dragon Inn",Expanded (PC),Site,28,0.2143,0.0645,5.16,5.16
"Green Dragon Inn",Fellowship Block (PC),Site,46,0.3913,0.1168,7.49,7.49
"Green Dragon Inn",All Blocks (PC),Site,74,0.3243,0.0651,12.28,12.28
"Valley of the Silverlode",Expanded (PC),Site,33,0.3030,0.0760,6.08,6.08
"Valley of the Silverlode",Fellowship Block (PC),Site,47,0.4043,0.1193,7.65,7.65
"Valley of the Silverlode",All Blocks (PC),Site,80,0.3625,0.0704,13.28,13.28
"Streets of Bree",Expanded (PC),Site,24,0.3750,0.0553,4.42,4.42
"Streets of Bree",All Blocks (PC),Site,24,0.3750,0.0211,3.98,3.98
"Caras Galadhon",Expanded (PC),Site,140,0.4714,0.3226,25.81,25.81
"Caras Galadhon",Fellowship Block (PC),Site,140,0.5429,0.3553,22.78,22.78
"Caras Galadhon",All Blocks (PC),Site,280,0.5071,0.2465,46.51,46.51
"Morannon Plains",Expanded (PC),Site,45,0.4889,0.1037,8.30,8.30
"Morannon Plains",All Blocks (PC),Site,45,0.4889,0.0396,7.47,7.47
"Isengard Ruined",Expanded (PC),Site,77,0.4805,0.1774,14.19,14.19
"Isengard Ruined",Movie Block (PC),Site,73,0.5890,0.2370,10.17,10.17
"Isengard Ruined",All Blocks (PC),Site,150,0.5333,0.1320,24.91,24.91
"Slopes of Orodruin",Expanded (PC),Site,37,0.4054,0.0853,6.82,6.82
"Slopes of Orodruin",All Blocks (PC),Site,37,0.4054,0.0326,6.15,6.15
"Stables",Expanded (PC),Site,84,0.5238,0.1935,15.48,15.48
"Stables",All Blocks (PC),Site,84,0.5238,0.0739,13.94,13.94
"•The Palantir of Orthanc",Expanded (PC),1,4,0.0000,0.0092,Unknown,0.36
"•The Palantir of Orthanc",Expanded (PC),2,1,1.0000,0.0023,Unknown,0.09
"•The Palantir of Orthanc",Expanded (PC),Any,5,0.2000,0.0115,Unknown,0.45
"•The Palantir of Orthanc",Fellowship Block (PC),1,2,0.0000,0.0051,Unknown,0.07
"•The Palantir of Orthanc",Fellowship Block (PC),2,1,0.0000,0.0025,Unknown,0.03
"•The Palantir of Orthanc",Fellowship Block (PC),Any,3,0.0000,0.0076,Unknown,0.10
"•The Palantir of Orthanc",All Blocks (PC),Any,8,0.1250,0.0070,Unknown,0.55
"Spies of Saruman",Expanded (PC),1,3,0.0000,0.0069,Unknown,0.27
"Spies of Saruman",Expanded (PC),Any,3,0.0000,0.0069,Unknown,0.27
"Spies of Saruman",Fellowship Block (PC),1,1,0.0000,0.0025,Unknown,0.03
"Spies of Saruman",Fellowship Block (PC),Any,1,0.0000,0.0025,Unknown,0.03
"Spies of Saruman",All Blocks (PC),Any,4,0.0000,0.0035,Unknown,0.27
"Hamstrung",Expanded (PC),1,3,0.0000,0.0069,Unknown,0.27
"Hamstrung",Expanded (PC),2,9,0.2222,0.0207,Unknown,0.82
"Hamstrung",Expanded (PC),3,63,0.5714,0.1452,Unknown,5.71
"Hamstrung",Expanded (PC),Any,75,0.5067,0.1728,Unknown,6.80
"Hamstrung",All Blocks (PC),Any,75,0.5067,0.0660,Unknown,5.14
"•Fortress Never Fallen",Expanded (PC),1,79,0.5063,0.1820,Unknown,7.17
"•Fortress Never Fallen",Expanded (PC),2,5,0.8000,0.0115,Unknown,0.45
"•Fortress Never Fallen",Expanded (PC),Any,84,0.5238,0.1935,Unknown,7.62
"•Fortress Never Fallen",Movie Block (PC),1,3,1.0000,0.0097,Unknown,0.24
"•Fortress Never Fallen",Movie Block (PC),2,9,0.2222,0.0292,Unknown,0.71
"•Fortress Never Fallen",Movie Block (PC),Any,12,0.4167,0.0390,Unknown,0.95
"•Fortress Never Fallen",All Blocks (PC),Any,96,0.5104,0.0845,Unknown,6.57
"Into the Caves",Expanded (PC),1,4,0.0000,0.0092,Unknown,0.36
"Into the Caves",Expanded (PC),Any,4,0.0000,0.0092,Unknown,0.36
"Into the Caves",All Blocks (PC),Any,4,0.0000,0.0035,Unknown,0.27
"Abandoning Reason for Madness",Expanded (PC),1,10,0.3000,0.0230,Unknown,0.91
"Abandoning Reason for Madness",Expanded (PC),Any,10,0.3000,0.0230,Unknown,0.91
"Abandoning Reason for Madness",Fellowship Block (PC),1,3,0.3333,0.0076,Unknown,0.10
"Abandoning Reason for Madness",Fellowship Block (PC),2,8,0.6250,0.0203,Unknown,0.26
"Abandoning Reason for Madness",Fellowship Block (PC),3,7,0.4286,0.0178,Unknown,0.23
"Abandoning Reason for Madness",Fellowship Block (PC),4,22,0.9091,0.0558,Unknown,0.72
"Abandoning Reason for Madness",Fellowship Block (PC),Any,40,0.7250,0.1015,Unknown,1.31
"Abandoning Reason for Madness",All Blocks (PC),Any,50,0.6400,0.0440,Unknown,3.42
"Where Now the Horse",Expanded (PC),1,1,0.0000,0.0023,Unknown,0.09
"Where Now the Horse",Expanded (PC),2,3,0.0000,0.0069,Unknown,0.27
"Where Now the Horse",Expanded (PC),3,3,0.0000,0.0069,Unknown,0.27
"Where Now the Horse",Expanded (PC),4,1,0.0000,0.0023,Unknown,0.09
"Where Now the Horse",Expanded (PC),Any,8,0.0000,0.0184,Unknown,0.73
"Where Now the Horse",All Blocks (PC),Any,8,0.0000,0.0070,Unknown,0.55
"•Firefoot",Expanded (PC),1,92,0.5870,0.2120,Unknown,8.34
"•Firefoot",Expanded (PC),Any,92,0.5870,0.2120,Unknown,8.34
"•Firefoot",Movie Block (PC),1,13,0.6154,0.0422,Unknown,1.03
"•Firefoot",Movie Block (PC),Any,13,0.6154,0.0422,Unknown,1.03
"•Firefoot",All Blocks (PC),Any,105,0.5905,0.0924,Unknown,7.19
"•Grima, Wormtongue",Expanded (PC),1,49,0.5306,0.1129,Unknown,4.44
"•Grima, Wormtongue",Expanded (PC),2,24,0.2917,0.0553,Unknown,2.18
"•Grima, Wormtongue",Expanded (PC),Any,73,0.4521,0.1682,Unknown,6.62
"•Grima, Wormtongue",Movie Block (PC),1,52,0.5192,0.1688,Unknown,4.13
"•Grima, Wormtongue",Movie Block (PC),2,24,0.7500,0.0779,Unknown,1.91
"•Grima, Wormtongue",Movie Block (PC),Any,76,0.5921,0.2468,Unknown,6.04
"•Grima, Wormtongue",All Blocks (PC),Any,149,0.5235,0.1312,Unknown,10.20
"•Eowyn, Lady of Ithilien",Expanded (PC),1,32,0.5938,0.0737,Unknown,2.90
"•Eowyn, Lady of Ithilien",Expanded (PC),2,9,0.7778,0.0207,Unknown,0.82
"•Eowyn, Lady of Ithilien",Expanded (PC),3,1,1.0000,0.0023,Unknown,0.09
"•Eowyn, Lady of Ithilien",Expanded (PC),Any,42,0.6429,0.0968,Unknown,3.81
"•Eowyn, Lady of Ithilien",Movie Block (PC),1,14,0.5000,0.0455,Unknown,1.11
"•Eowyn, Lady of Ithilien",Movie Block (PC),2,1,0.0000,0.0032,Unknown,0.08
"•Eowyn, Lady of Ithilien",Movie Block (PC),Any,15,0.4667,0.0487,Unknown,1.19
"•Eowyn, Lady of Ithilien",All Blocks (PC),Any,57,0.5965,0.0502,Unknown,3.90
"Saruman, Fell Voice",Expanded (PC),3,3,0.0000,0.0069,Unknown,0.27
"Saruman, Fell Voice",Expanded (PC),Any,3,0.0000,0.0069,Unknown,0.27
"Saruman, Fell Voice",Movie Block (PC),1,2,0.0000,0.0065,Unknown,0.16
