Card,Block,Category/Count,Games,Win Rate,Play Rate,Weighted Play Rate,Weighted Inclusion Rate
"•The One Ring, Isildur's Bane",Fellowship Block (PC),The One Ring,2324,0.5090,0.9356,1.87,1.87
"•The One Ring, Isildur's Bane",Movie Block (PC),The One Ring,271,0.5351,0.0867,0.43,0.43
"•The One Ring, Isildur's Bane",Expanded (PC),The One Ring,5,0.4000,0.0032,0.03,0.03
"•The One Ring, Isildur's Bane",All Blocks (PC),The One Ring,2600,0.5115,0.3627,5.44,5.44
"•Frodo, Old Bilbo's Heir",Fellowship Block (PC),Ring Bearer,718,0.4526,0.2890,0.87,0.87
"•Frodo, Old Bilbo's Heir",Movie Block (PC),Ring Bearer,351,0.4701,0.1123,1.68,1.68
"•Frodo, Old Bilbo's Heir",Expanded (PC),Ring Bearer,43,0.3953,0.0276,0.55,0.55
"•Frodo, Old Bilbo's Heir",All Blocks (PC),Ring Bearer,1112,0.4559,0.1551,5.90,5.90
"•Frodo, Reluctant Adventurer",Fellowship Block (PC),Ring Bearer,1618,0.5229,0.6514,1.95,1.95
"•Frodo, Reluctant Adventurer",Movie Block (PC),Ring Bearer,192,0.5677,0.0614,0.92,0.92
"•Frodo, Reluctant Adventurer",Expanded (PC),Ring Bearer,30,0.4667,0.0193,0.39,0.39
"•Frodo, Reluctant Adventurer",All Blocks (PC),Ring Bearer,1840,0.5266,0.2567,9.76,9.76
"The Prancing Pony",Fellowship Block (PC),Site,1243,0.5076,0.5004,32.49,32.49
"The Prancing Pony",Expanded (PC),Site,295,0.5390,0.1893,15.14,15.14
"The Prancing Pony",All Blocks (PC),Site,1538,0.5137,0.2146,40.49,40.49
"Bree Streets",Fellowship Block (PC),Site,466,0.5408,0.1876,12.18,12.18
"Bree Streets",All Blocks (PC),Site,466,0.5408,0.0650,12.26,12.26
"Ford of Bruinen",Fellowship Block (PC),Site,868,0.5392,0.3494,22.69,22.69
"Ford of Bruinen",All Blocks (PC),Site,868,0.5392,0.1211,22.85,22.85
"Eregion Hills",Fellowship Block (PC),Site,708,0.4463,0.2850,18.51,18.51
"Eregion Hills",All Blocks (PC),Site,708,0.4463,0.0988,18.64,18.64
"The Bridge of Khazad-dum",Fellowship Block (PC),Site,2484,0.5000,1.0000,64.94,64.94
"The Bridge of Khazad-dum",Expanded (PC),Site,227,0.5551,0.1457,11.66,11.66
"The Bridge of Khazad-dum",All Blocks (PC),Site,2711,0.5046,0.3782,71.36,71.36
"Caras Galadhon",Fellowship Block (PC),Site,856,0.4638,0.3446,22.38,22.38
"Caras Galadhon",Expanded (PC),Site,637,0.5243,0.4089,32.71,32.71
"Caras Galadhon",All Blocks (PC),Site,1493,0.4896,0.2083,39.30,39.30
"Anduin Confluence",Fellowship Block (PC),Site,818,0.4829,0.3293,21.38,21.38
"Anduin Confluence",Expanded (PC),Site,93,0.3763,0.0597,4.78,4.78
"Anduin Confluence",All Blocks (PC),Site,911,0.4720,0.1271,23.98,23.98
"Shores of Nen Hithoel",Fellowship Block (PC),Site,767,0.5150,0.3088,20.05,20.05
"Shores of Nen Hithoel",Expanded (PC),Site,13,0.5385,0.0083,0.66,0.66
"Shores of Nen Hithoel",All Blocks (PC),Site,780,0.5154,0.1088,20.53,20.53
"Summit of Amon Hen",Fellowship Block (PC),Site,1068,0.5159,0.4300,27.92,27.92
"Summit of Amon Hen",All Blocks (PC),Site,1068,0.5159,0.1490,28.11,28.11
"•Gandalf, The Grey Pilgrim",Fellowship Block (PC),1,526,0.5741,0.2118,Unknown,3.15
"•Gandalf, The Grey Pilgrim",Fellowship Block (PC),2,12,0.3333,0.0048,Unknown,0.07
"•Gandalf, The Grey Pilgrim",Fellowship Block (PC),3,56,0.4286,0.0225,Unknown,0.34
"•Gandalf, The Grey Pilgrim",Fellowship Block (PC),4,19,0.1579,0.0076,Unknown,0.11
"•Gandalf, The Grey Pilgrim",Fellowship Block (PC),Any,613,0.5432,0.2468,Unknown,3.67
"•Gandalf, The Grey Pilgrim",Movie Block (PC),1,63,0.5714,0.0202,Unknown,0.78
"•Gandalf, The Grey Pilgrim",Movie Block (PC),2,9,0.4444,0.0029,Unknown,0.11
"•Gandalf, The Grey Pilgrim",Movie Block (PC),3,32,0.5313,0.0102,Unknown,0.39
"•Gandalf, The Grey Pilgrim",Movie Block (PC),4,19,0.5789,0.0061,Unknown,0.23
"•Gandalf, The Grey Pilgrim",Movie Block (PC),Any,123,0.5528,0.0393,Unknown,1.52
"•Gandalf, The Grey Pilgrim",Expanded (PC),1,6,0.6667,0.0039,Unknown,0.21
"•Gandalf, The Grey Pilgrim",Expanded (PC),4,9,0.4444,0.0058,Unknown,0.31
"•Gandalf, The Grey Pilgrim",Expanded (PC),Any,15,0.5333,0.0096,Unknown,0.52
"•Gandalf, The Grey Pilgrim",All Blocks (PC),Any,751,0.5446,0.1048,Unknown,11.66
"•Thrarin, Dwarven Smith",Fellowship Block (PC),1,833,0.5258,0.3353,Unknown,4.99
"•Thrarin, Dwarven Smith",Fellowship Block (PC),2,9,0.5556,0.0036,Unknown,0.05
"•Thrarin, Dwarven Smith",Fellowship Block (PC),Any,842,0.5261,0.3390,Unknown,5.05
"•Thrarin, Dwarven Smith",Movie Block (PC),1,280,0.5464,0.0896,Unknown,3.45
"•Thrarin, Dwarven Smith",Movie Block (PC),2,8,0.3750,0.0026,Unknown,0.10
"•Thrarin, Dwarven Smith",Movie Block (PC),3,11,0.8182,0.0035,Unknown,0.14
"•Thrarin, Dwarven Smith",Movie Block (PC),4,1,0.0000,0.0003,Unknown,0.01
"•Thrarin, Dwarven Smith",Movie Block (PC),Any,300,0.5500,0.0960,Unknown,3.70
"•Thrarin, Dwarven Smith",Expanded (PC),1,68,0.3529,0.0436,Unknown,2.36
"•Thrarin, Dwarven Smith",Expanded (PC),2,1,0.0000,0.0006,Unknown,0.03
"•Thrarin, Dwarven Smith",Expanded (PC),3,5,0.8000,0.0032,Unknown,0.17
"•Thrarin, Dwarven Smith",Expanded (PC),Any,74,0.3784,0.0475,Unknown,2.57
"•Thrarin, Dwarven Smith",All Blocks (PC),Any,1216,0.5230,0.1696,Unknown,18.88
"Drawn to Its Power",Fellowship Block (PC),1,18,0.3333,0.0072,Unknown,0.11
"Drawn to Its Power",Fellowship Block (PC),2,26,0.2692,0.0105,Unknown,0.16
"Drawn to Its Power",Fellowship Block (PC),3,20,0.3000,0.0081,Unknown,0.12
"Drawn to Its Power",Fellowship Block (PC),4,35,0.5143,0.0141,Unknown,0.21
"Drawn to Its Power",Fellowship Block (PC),Any,99,0.3737,0.0399,Unknown,0.59
"Drawn to Its Power",Expanded (PC),2,4,0.0000,0.0026,Unknown,0.14
"Drawn to Its Power",Expanded (PC),4,1,0.0000,0.0006,Unknown,0.03
"Drawn to Its Power",Expanded (PC),Any,5,0.0000,0.0032,Unknown,0.17
"Drawn to Its Power",Movie Block (PC),1,6,0.3333,0.0019,Unknown,0.07
"Drawn to Its Power",Movie Block (PC),2,22,0.4091,0.0070,Unknown,0.27
"Drawn to Its Power",Movie Block (PC),3,1,0.0000,0.0003,Unknown,0.01
"Drawn to Its Power",Movie Block (PC),4,5,0.2000,0.0016,Unknown,0.06
"Drawn to Its Power",Movie Block (PC),Any,34,0.3529,0.0109,Unknown,0.42
"Drawn to Its Power",All Blocks (PC),Any,138,0.3551,0.0193,Unknown,2.14
"Two Eyes, as Often as I Can Spare Them",Fellowship Block (PC),1,1,0.0000,0.0004,Unknown,0.01
"Two Eyes, as Often as I Can Spare Them",Fellowship Block (PC),2,12,0.3333,0.0048,Unknown,0.07
"Two Eyes, as Often as I Can Spare Them",Fellowship Block (PC),3,9,0.2222,0.0036,Unknown,0.05
"Two Eyes, as Often as I Can Spare Them",Fellowship Block (PC),4,170,0.7353,0.0684,Unknown,1.02
"Two Eyes, as Often as I Can Spare Them",Fellowship Block (PC),Any,192,0.6823,0.0773,Unknown,1.15
"Two Eyes, as Often as I Can Spare Them",Movie Block (PC),1,36,0.3889,0.0115,Unknown,0.44
"Two Eyes, as Often as I Can Spare Them",Movie Block (PC),2,6,0.3333,0.0019,Unknown,0.07
"Two Eyes, as Often as I Can Spare Them",Movie Block (PC),3,3,0.6667,0.0010,Unknown,0.04
"Two Eyes, as Often as I Can Spare Them",Movie Block (PC),4,19,0.3684,0.0061,Unknown,0.23
"Two Eyes, as Often as I Can Spare Them",Movie Block (PC),Any,64,0.3906,0.0205,Unknown,0.79
"Two Eyes, as Often as I Can Spare Them",Expanded (PC),2,3,0.3333,0.0019,Unknown,0.10
"Two Eyes, as Often as I Can Spare Them",Expanded (PC),4,2,0.0000,0.0013,Unknown,0.07
"Two Eyes, as Often as I Can Spare Them",Expanded (PC),Any,5,0.2000,0.0032,Unknown,0.17
"Two Eyes, as Often as I Can Spare Them",All Blocks (PC),Any,261,0.6015,0.0364,Unknown,4.05
"•The Balrog, Durin's Bane",Fellowship Block (PC),1,724,0.4862,0.2915,Unknown,4.34
"•The Balrog, Durin's Bane",Fellowship Block (PC),2,4,0.7500,0.0016,Unknown,0.02
"•The Balrog, Durin's Bane",Fellowship Block (PC),3,19,0.4737,0.0076,Unknown,0.11
"•The Balrog, Durin's Bane",Fellowship Block (PC),Any,747,0.4873,0.3007,Unknown,4.48
"•The Balrog, Durin's Bane",All Blocks (PC),Any,747,0.4873,0.1042,Unknown,11.60
"•Filibert Bolger, Wily Rascal",Fellowship Block (PC),1,415,0.5663,0.1671,Unknown,2.49
"•Filibert Bolger, Wily Rascal",Fellowship Block (PC),2,24,0.4167,0.0097,Unknown,0.14
"•Filibert Bolger, Wily Rascal",Fellowship Block (PC),Any,439,0.5581,0.1767,Unknown,2.63
"•Filibert Bolger, Wily Rascal",Movie Block (PC),1,115,0.5217,0.0368,Unknown,1.42
"•Filibert Bolger, Wily Rascal",Movie Block (PC),4,2,0.0000,0.0006,Unknown,0.02
"•Filibert Bolger, Wily Rascal",Movie Block (PC),Any,117,0.5128,0.0374,Unknown,1.44
"•Filibert Bolger, Wily Rascal",Expanded (PC),1,33,0.6364,0.0212,Unknown,1.15
"•Filibert Bolger, Wily Rascal",Expanded (PC),Any,33,0.6364,0.0212,Unknown,1.15
"•Filibert Bolger, Wily Rascal",All Blocks (PC),Any,589,0.5535,0.0822,Unknown,9.14
"Too Great and Terrible",Fellowship Block (PC),1,31,0.3548,0.0125,Unknown,0.19
"Too Great and Terrible",Fellowship Block (PC),2,81,0.4568,0.0326,Unknown,0.49
"Too Great and Terrible",Fellowship Block (PC),3,139,0.5540,0.0560,Unknown,0.83
"Too Great and Terrible",Fellowship Block (PC),4,182,0.6264,0.0733,Unknown,1.09
"Too Great and Terrible",Fellowship Block (PC),Any,433,0.5520,0.1743,Unknown,2.60
"Too Great and Terrible",Movie Block (PC),1,29,0.6897,0.0093,Unknown,0.36
"Too Great and Terrible",Movie Block (PC),2,54,0.3148,0.0173,Unknown,0.67
"Too Great and Terrible",Movie Block (PC),3,10,0.5000,0.0032,Unknown,0.12
"Too Great and Terrible",Movie Block (PC),4,32,0.6875,0.0102,Unknown,0.39
"Too Great and Terrible",Movie Block (PC),Any,125,0.5120,0.0400,Unknown,1.54
"Too Great and Terrible",Expanded (PC),1,22,0.5000,0.0141,Unknown,0.76
"Too Great and Terrible",Expanded (PC),2,37,0.5405,0.0237,Unknown,1.28
"Too Great and Terrible",Expanded (PC),3,35,0.6000,0.0225,Unknown,1.22
"Too Great and Terrible",Expanded (PC),4,144,0.6458,0.0924,Unknown,5.00
"Too Great and Terrible",Expanded (PC),Any,238,0.6092,0.1528,Unknown,8.26
"Too Great and Terrible",All Blocks (PC),Any,796,0.5628,0.1110,Unknown,12.36
"Pippin, Of Tuckborough",Fellowship Block (PC),1,260,0.5346,0.1047,Unknown,1.56
"Pippin, Of Tuckborough",Fellowship Block (PC),2,1,1.0000,0.0004,Unknown,0.01
"Pippin, Of Tuckborough",Fellowship Block (PC),Any,261,0.5364,0.1051,Unknown,1.56
"Pippin, Of Tuckborough",Movie Block (PC),1,227,0.5727,0.0726,Unknown,2.80
"Pippin, Of Tuckborough",Movie Block (PC),Any,227,0.5727,0.0726,Unknown,2.80
"Pippin, Of Tuckborough",Expanded (PC),1,17,0.4706,0.0109,Unknown,0.59
"Pippin, Of Tuckborough",Expanded (PC),Any,17,0.4706,0.0109,Unknown,0.59
"Pippin, Of Tuckborough",All Blocks (PC),Any,505,0.5505,0.0705,Unknown,7.84
"•Aragorn, Ranger of the North",Fellowship Block (PC),1,295,0.5661,0.1188,Unknown,1.77
"•Aragorn, Ranger of the North",Fellowship Block (PC),2,20,0.4500,0.0081,Unknown,0.12
"•Aragorn, Ranger of the North",Fellowship Block (PC),3,67,0.5075,0.0270,Unknown,0.40
"•Aragorn, Ranger of the North",Fellowship Block (PC),4,165,0.5273,0.0664,Unknown,0.99
"•Aragorn, Ranger of the North",Fellowship Block (PC),Any,547,0.5430,0.2202,Unknown,3.28
"•Aragorn, Ranger of the North",Movie Block (PC),1,262,0.4809,0.0838,Unknown,3.23
"•Aragorn, Ranger of the North",Movie Block (PC),2,10,0.4000,0.0032,Unknown,0.12
"•Aragorn, Ranger of the North",Movie Block (PC),3,12,0.0000,0.0038,Unknown,0.15
"•Aragorn, Ranger of the North",Movie Block (PC),4,225,0.4978,0.0720,Unknown,2.77
"•Aragorn, Ranger of the North",Movie Block (PC),Any,509,0.4754,0.1628,Unknown,6.28
"•Aragorn, Ranger of the North",Expanded (PC),1,21,0.5238,0.0135,Unknown,0.73
"•Aragorn, Ranger of the North",Expanded (PC),2,11,0.5455,0.0071,Unknown,0.38
"•Aragorn, Ranger of the North",Expanded (PC),Any,32,0.5313,0.0205,Unknown,1.11
"•Aragorn, Ranger of the North",All Blocks (PC),Any,1088,0.5110,0.1518,Unknown,16.89
"•Ulaire Toldea, Messenger of Morgul",Fellowship Block (PC),1,151,0.4503,0.0608,Unknown,0.91
"•Ulaire Toldea, Messenger of Morgul",Fellowship Block (PC),2,331,0.5498,0.1333,Unknown,1.98
"•Ulaire Toldea, Messenger of Morgul",Fellowship Block (PC),3,81,0.4568,0.0326,Unknown,0.49
"•Ulaire Toldea, Messenger of Morgul",Fellowship Block (PC),4,1,0.0000,0.0004,Unknown,0.01
"•Ulaire Toldea, Messenger of Morgul",Fellowship Block (PC),Any,564,0.5089,0.2271,Unknown,3.38
"•Ulaire Toldea, Messenger of Morgul",Movie Block (PC),1,97,0.3918,0.0310,Unknown,1.20
"•Ulaire Toldea, Messenger of Morgul",Movie Block (PC),2,64,0.4531,0.0205,Unknown,0.79
"•Ulaire Toldea, Messenger of Morgul",Movie Block (PC),3,5,0.4000,0.0016,Unknown,0.06
"•Ulaire Toldea, Messenger of Morgul",Movie Block (PC),4,3,0.0000,0.0010,Unknown,0.04
"•Ulaire Toldea, Messenger of Morgul",Movie Block (PC),Any,169,0.4083,0.0541,Unknown,2.08
"•Ulaire Toldea, Messenger of Morgul",Expanded (PC),1,9,0.3333,0.0058,Unknown,0.31
"•Ulaire Toldea, Messenger of Morgul",Expanded (PC),2,9,0.6667,0.0058,Unknown,0.31
"•Ulaire Toldea, Messenger of Morgul",Expanded (PC),3,5,0.4000,0.0032,Unknown,0.17
"•Ulaire Toldea, Messenger of Morgul",Expanded (PC),Any,23,0.4783,0.0148,Unknown,0.80
"•Ulaire Toldea, Messenger of Morgul",All Blocks (PC),Any,756,0.4854,0.1055,Unknown,11.74
"Hobbit Sword",Fellowship Block (PC),1,227,0.5947,0.0914,Unknown,1.36
"Hobbit Sword",Fellowship Block (PC),2,81,0.3580,0.0326,Unknown,0.49
"Hobbit Sword",Fellowship Block (PC),3,33,0.3939,0.0133,Unknown,0.20
"Hobbit Sword",Fellowship Block (PC),4,27,0.5926,0.0109,Unknown,0.16
"Hobbit Sword",Fellowship Block (PC),Any,368,0.5245,0.1481,Unknown,2.21
"Hobbit Sword",Movie Block (PC),1,133,0.4812,0.0425,Unknown,1.64
"Hobbit Sword",Movie Block (PC),2,279,0.4982,0.0893,Unknown,3.44
"Hobbit Sword",Movie Block (PC),3,78,0.3718,0.0250,Unknown,0.96
"Hobbit Sword",Movie Block (PC),4,40,0.6500,0.0128,Unknown,0.49
"Hobbit Sword",Movie Block (PC),Any,530,0.4868,0.1695,Unknown,6.54
"Hobbit Sword",Expanded (PC),1,28,0.4643,0.0180,Unknown,0.97
"Hobbit Sword",Expanded (PC),2,67,0.3881,0.0430,Unknown,2.33
"Hobbit Sword",Expanded (PC),3,37,0.2162,0.0237,Unknown,1.28
"Hobbit Sword",Expanded (PC),4,15,0.3333,0.0096,Unknown,0.52
"Hobbit Sword",Expanded (PC),Any,147,0.3537,0.0944,Unknown,5.10
"Hobbit Sword",All Blocks (PC),Any,1045,0.4813,0.1458,Unknown,16.22
"•Ulaire Enquea, Lieutenant of Morgul",Fellowship Block (PC),1,442,0.4796,0.1779,Unknown,2.65
"•Ulaire Enquea, Lieutenant of Morgul",Fellowship Block (PC),2,633,0.4850,0.2548,Unknown,3.79
"•Ulaire Enquea, Lieutenant of Morgul",Fellowship Block (PC),3,301,0.6279,0.1212,Unknown,1.80
"•Ulaire Enquea, Lieutenant of Morgul",Fellowship Block (PC),4,25,0.3200,0.0101,Unknown,0.15
"•Ulaire Enquea, Lieutenant of Morgul",Fellowship Block (PC),Any,1401,0.5111,0.5640,Unknown,8.40
"•Ulaire Enquea, Lieutenant of Morgul",Movie Block (PC),1,701,0.5007,0.2242,Unknown,8.65
"•Ulaire Enquea, Lieutenant of Morgul",Movie Block (PC),2,666,0.5270,0.2131,Unknown,8.21
"•Ulaire Enquea, Lieutenant of Morgul",Movie Block (PC),3,142,0.4648,0.0454,Unknown,1.75
"•Ulaire Enquea, Lieutenant of Morgul",Movie Block (PC),4,64,0.4688,0.0205,Unknown,0.79
"•Ulaire Enquea, Lieutenant of Morgul",Movie Block (PC),Any,1573,0.5073,0.5032,Unknown,19.40
"•Ulaire Enquea, Lieutenant of Morgul",Expanded (PC),1,278,0.5468,0.1784,Unknown,9.65
"•Ulaire Enquea, Lieutenant of Morgul",Expanded (PC),2,212,0.5566,0.1361,Unknown,7.36
"•Ulaire Enquea, Lieutenant of Morgul",Expanded (PC),3,23,0.4783,0.0148,Unknown,0.80
"•Ulaire Enquea, Lieutenant of Morgul",Expanded (PC),4,10,0.4000,0.0064,Unknown,0.35
"•Ulaire Enquea, Lieutenant of Morgul",Expanded (PC),Any,523,0.5449,0.3357,Unknown,18.16
"•Ulaire Enquea, Lieutenant of Morgul",All Blocks (PC),Any,3497,0.5144,0.4879,Unknown,54.28
"Sleep, Caradhras",Fellowship Block (PC),1,128,0.4688,0.0515,Unknown,0.77
"Sleep, Caradhras",Fellowship Block (PC),2,498,0.5582,0.2005,Unknown,2.99
"Sleep, Caradhras",Fellowship Block (PC),3,74,0.3919,0.0298,Unknown,0.44
"Sleep, Caradhras",Fellowship Block (PC),4,4,0.0000,0.0016,Unknown,0.02
"Sleep, Caradhras",Fellowship Block (PC),Any,704,0.5213,0.2834,Unknown,4.22
"Sleep, Caradhras",Expanded (PC),1,80,0.5625,0.0513,Unknown,2.78
"Sleep, Caradhras",Expanded (PC),2,29,0.4138,0.0186,Unknown,1.01
"Sleep, Caradhras",Expanded (PC),3,1,1.0000,0.0006,Unknown,0.03
"Sleep, Caradhras",Expanded (PC),Any,110,0.5273,0.0706,Unknown,3.82
"Sleep, Caradhras",Movie Block (PC),1,36,0.4722,0.0115,Unknown,0.44
"Sleep, Caradhras",Movie Block (PC),2,70,0.5714,0.0224,Unknown,0.86
"Sleep, Caradhras",Movie Block (PC),3,2,1.0000,0.0006,Unknown,0.02
"Sleep, Caradhras",Movie Block (PC),4,1,0.0000,0.0003,Unknown,0.01
"Sleep, Caradhras",Movie Block (PC),Any,109,0.5413,0.0349,Unknown,1.34
"Sleep, Caradhras",All Blocks (PC),Any,923,0.5244,0.1288,Unknown,14.33
"Hobbit Stealth",Fellowship Block (PC),1,73,0.4795,0.0294,Unknown,0.44
"Hobbit Stealth",Fellowship Block (PC),2,384,0.3620,0.1546,Unknown,2.30
"Hobbit Stealth",Fellowship Block (PC),3,191,0.4293,0.0769,Unknown,1.14
"Hobbit Stealth",Fellowship Block (PC),4,491,0.5825,0.1977,Unknown,2.94
"Hobbit Stealth",Fellowship Block (PC),Any,1139,0.4759,0.4585,Unknown,6.83
"Hobbit Stealth",Expanded (PC),2,6,0.5000,0.0039,Unknown,0.21
"Hobbit Stealth",Expanded (PC),3,1,0.0000,0.0006,Unknown,0.03
"Hobbit Stealth",Expanded (PC),4,3,0.3333,0.0019,Unknown,0.10
"Hobbit Stealth",Expanded (PC),Any,10,0.4000,0.0064,Unknown,0.35
"Hobbit Stealth",Movie Block (PC),2,1,1.0000,0.0003,Unknown,0.01
"Hobbit Stealth",Movie Block (PC),3,7,0.2857,0.0022,Unknown,0.09
"Hobbit Stealth",Movie Block (PC),4,2,0.0000,0.0006,Unknown,0.02
"Hobbit Stealth",Movie Block (PC),Any,10,0.3000,0.0032,Unknown,0.12
"Hobbit Stealth",All Blocks (PC),Any,1159,0.4737,0.1617,Unknown,17.99
"Hobbit Intuition",Fellowship Block (PC),1,121,0.4463,0.0487,Unknown,0.73
"Hobbit Intuition",Fellowship Block (PC),2,195,0.3795,0.0785,Unknown,1.17
"Hobbit Intuition",Fellowship Block (PC),3,115,0.5565,0.0463,Unknown,0.69
"Hobbit Intuition",Fellowship Block (PC),4,142,0.6690,0.0572,Unknown,0.85
"Hobbit Intuition",Fellowship Block (PC),Any,573,0.5009,0.2307,Unknown,3.43
"Hobbit Intuition",Movie Block (PC),1,34,0.4706,0.0109,Unknown,0.42
"Hobbit Intuition",Movie Block (PC),2,24,0.2500,0.0077,Unknown,0.30
"Hobbit Intuition",Movie Block (PC),3,60,0.4333,0.0192,Unknown,0.74
"Hobbit Intuition",Movie Block (PC),4,6,0.5000,0.0019,Unknown,0.07
"Hobbit Intuition",Movie Block (PC),Any,124,0.4113,0.0397,Unknown,1.53
"Hobbit Intuition",Expanded (PC),1,3,0.6667,0.0019,Unknown,0.10
"Hobbit Intuition",Expanded (PC),2,17,0.3529,0.0109,Unknown,0.59
"Hobbit Intuition",Expanded (PC),3,15,0.4667,0.0096,Unknown,0.52
"Hobbit Intuition",Expanded (PC),4,5,0.4000,0.0032,Unknown,0.17
"Hobbit Intuition",Expanded (PC),Any,40,0.4250,0.0257,Unknown,1.39
"Hobbit Intuition",All Blocks (PC),Any,737,0.4817,0.1028,Unknown,11.44
"•Sam, Proper Poet",Fellowship Block (PC),1,489,0.5787,0.1969,Unknown,2.93
"•Sam, Proper Poet",Fellowship Block (PC),2,2,0.0000,0.0008,Unknown,0.01
"•Sam, Proper Poet",Fellowship Block (PC),3,1,1.0000,0.0004,Unknown,0.01
"•Sam, Proper Poet",Fellowship Block (PC),Any,492,0.5772,0.1981,Unknown,2.95
"•Sam, Proper Poet",Movie Block (PC),1,28,0.5357,0.0090,Unknown,0.35
"•Sam, Proper Poet",Movie Block (PC),2,3,1.0000,0.0010,Unknown,0.04
"•Sam, Proper Poet",Movie Block (PC),Any,31,0.5806,0.0099,Unknown,0.38
"•Sam, Proper Poet",All Blocks (PC),Any,523,0.5774,0.0730,Unknown,8.12
"Morgul Skulker",Fellowship Block (PC),1,25,0.4400,0.0101,Unknown,0.15
"Morgul Skulker",Fellowship Block (PC),2,75,0.4400,0.0302,Unknown,0.45
"Morgul Skulker",Fellowship Block (PC),3,18,0.3333,0.0072,Unknown,0.11
"Morgul Skulker",Fellowship Block (PC),4,48,0.3333,0.0193,Unknown,0.29
"Morgul Skulker",Fellowship Block (PC),Any,166,0.3976,0.0668,Unknown,1.00
"Morgul Skulker",Movie Block (PC),1,93,0.5914,0.0298,Unknown,1.15
"Morgul Skulker",Movie Block (PC),2,63,0.3651,0.0202,Unknown,0.78
"Morgul Skulker",Movie Block (PC),3,132,0.6591,0.0422,Unknown,1.63
"Morgul Skulker",Movie Block (PC),4,49,0.5102,0.0157,Unknown,0.60
"Morgul Skulker",Movie Block (PC),Any,337,0.5638,0.1078,Unknown,4.16
"Morgul Skulker",Expanded (PC),1,36,0.7778,0.0231,Unknown,1.25
"Morgul Skulker",Expanded (PC),2,1,1.0000,0.0006,Unknown,0.03
"Morgul Skulker",Expanded (PC),4,6,0.1667,0.0039,Unknown,0.21
"Morgul Skulker",Expanded (PC),Any,43,0.6977,0.0276,Unknown,1.49
"Morgul Skulker",All Blocks (PC),Any,546,0.5238,0.0762,Unknown,8.48
"•Barliman Butterbur, Prancing Pony Proprietor",Fellowship Block (PC),1,210,0.4762,0.0845,Unknown,1.26
"•Barliman Butterbur, Prancing Pony Proprietor",Fellowship Block (PC),2,13,0.3846,0.0052,Unknown,0.08
"•Barliman Butterbur, Prancing Pony Proprietor",Fellowship Block (PC),3,17,0.3529,0.0068,Unknown,0.10
"•Barliman Butterbur, Prancing Pony Proprietor",Fellowship Block (PC),4,10,0.6000,0.0040,Unknown,0.06
"•Barliman Butterbur, Prancing Pony Proprietor",Fellowship Block (PC),Any,250,0.4680,0.1006,Unknown,1.50
"•Barliman Butterbur, Prancing Pony Proprietor",Movie Block (PC),1,204,0.5588,0.0653,Unknown,2.52
"•Barliman Butterbur, Prancing Pony Proprietor",Movie Block (PC),2,165,0.4788,0.0528,Unknown,2.03
"•Barliman Butterbur, Prancing Pony Proprietor",Movie Block (PC),3,272,0.6801,0.0870,Unknown,3.35
"•Barliman Butterbur, Prancing Pony Proprietor",Movie Block (PC),4,114,0.7368,0.0365,Unknown,1.41
"•Barliman Butterbur, Prancing Pony Proprietor",Movie Block (PC),Any,755,0.6119,0.2415,Unknown,9.31
"•Barliman Butterbur, Prancing Pony Proprietor",Expanded (PC),1,137,0.5474,0.0879,Unknown,4.76
"•Barliman Butterbur, Prancing Pony Proprietor",Expanded (PC),2,147,0.4898,0.0944,Unknown,5.10
"•Barliman Butterbur, Prancing Pony Proprietor",Expanded (PC),3,139,0.7122,0.0892,Unknown,4.83
"•Barliman Butterbur, Prancing Pony Proprietor",Expanded (PC),4,58,0.5690,0.0372,Unknown,2.01
"•Barliman Butterbur, Prancing Pony Proprietor",Expanded (PC),Any,481,0.5800,0.3087,Unknown,16.70
"•Barliman Butterbur, Prancing Pony Proprietor",All Blocks (PC),Any,1486,0.5774,0.2073,Unknown,23.07
"Ringwraith in Twilight",Fellowship Block (PC),1,22,0.1818,0.0089,Unknown,0.13
"Ringwraith in Twilight",Fellowship Block (PC),2,20,0.5000,0.0081,Unknown,0.12
"Ringwraith in Twilight",Fellowship Block (PC),3,47,0.4255,0.0189,Unknown,0.28
"Ringwraith in Twilight",Fellowship Block (PC),4,190,0.5579,0.0765,Unknown,1.14
"Ringwraith in Twilight",Fellowship Block (PC),Any,279,0.5018,0.1123,Unknown,1.67
"Ringwraith in Twilight",Movie Block (PC),1,144,0.6597,0.0461,Unknown,1.78
"Ringwraith in Twilight",Movie Block (PC),2,26,0.3077,0.0083,Unknown,0.32
"Ringwraith in Twilight",Movie Block (PC),3,19,0.5789,0.0061,Unknown,0.23
"Ringwraith in Twilight",Movie Block (PC),4,157,0.4841,0.0502,Unknown,1.94
"Ringwraith in Twilight",Movie Block (PC),Any,346,0.5491,0.1107,Unknown,4.27
"Ringwraith in Twilight",Expanded (PC),2,28,0.5357,0.0180,Unknown,0.97
"Ringwraith in Twilight",Expanded (PC),4,46,0.7609,0.0295,Unknown,1.60
"Ringwraith in Twilight",Expanded (PC),Any,74,0.6757,0.0475,Unknown,2.57
"Ringwraith in Twilight",All Blocks (PC),Any,699,0.5436,0.0975,Unknown,10.85
"It Wants to be Found",Fellowship Block (PC),1,1,0.0000,0.0004,Unknown,0.01
"It Wants to be Found",Fellowship Block (PC),2,36,0.1944,0.0145,Unknown,0.22
