Card,Block,Category/Count,Games,Win Rate,Play Rate,Weighted Play Rate,Weighted Inclusion Rate
"Deep in Thought",Fellowship Block (PC),1,5,0.4000,0.0521,Unknown,0.48
"Deep in Thought",Fellowship Block (PC),Any,5,0.4000,0.0521,Unknown,0.48
"Deep in Thought",Movie Block (PC),1,17,0.3529,0.0612,Unknown,1.49
"Deep in Thought",Movie Block (PC),2,9,0.4444,0.0324,Unknown,0.79
"Deep in Thought",Movie Block (PC),3,4,0.7500,0.0144,Unknown,0.35
"Deep in Thought",Movie Block (PC),4,2,1.0000,0.0072,Unknown,0.17
"Deep in Thought",Movie Block (PC),Any,32,0.4688,0.1151,Unknown,2.80
"Deep in Thought",Expanded (PC),1,2,1.0000,0.0625,Unknown,0.92
"Deep in Thought",Expanded (PC),2,1,0.0000,0.0313,Unknown,0.46
"Deep in Thought",Expanded (PC),Any,3,0.6667,0.0938,Unknown,1.38
"Deep in Thought",All Blocks (PC),Any,40,0.4750,0.0985,Unknown,5.03
"White Faces Burned",Fellowship Block (PC),1,5,0.4000,0.0521,Unknown,0.48
"White Faces Burned",Fellowship Block (PC),Any,5,0.4000,0.0521,Unknown,0.48
"White Faces Burned",Movie Block (PC),1,2,1.0000,0.0072,Unknown,0.17
"White Faces Burned",Movie Block (PC),2,6,0.3333,0.0216,Unknown,0.52
"White Faces Burned",Movie Block (PC),Any,8,0.5000,0.0288,Unknown,0.70
"White Faces Burned",All Blocks (PC),Any,13,0.4615,0.0320,Unknown,1.64
"Trust Me as You Once Did",Fellowship Block (PC),2,8,0.6250,0.0833,Unknown,0.77
"Trust Me as You Once Did",Fellowship Block (PC),3,1,0.0000,0.0104,Unknown,0.10
"Trust Me as You Once Did",Fellowship Block (PC),Any,9,0.5556,0.0938,Unknown,0.87
"Trust Me as You Once Did",Movie Block (PC),1,1,0.0000,0.0036,Unknown,0.09
"Trust Me as You Once Did",Movie Block (PC),2,1,0.0000,0.0036,Unknown,0.09
"Trust Me as You Once Did",Movie Block (PC),3,11,0.1818,0.0396,Unknown,0.96
"Trust Me as You Once Did",Movie Block (PC),4,2,0.5000,0.0072,Unknown,0.17
"Trust Me as You Once Did",Movie Block (PC),Any,15,0.2000,0.0540,Unknown,1.31
"Trust Me as You Once Did",Expanded (PC),1,1,0.0000,0.0313,Unknown,0.46
"Trust Me as You Once Did",Expanded (PC),4,1,1.0000,0.0313,Unknown,0.46
"Trust Me as You Once Did",Expanded (PC),Any,2,0.5000,0.0625,Unknown,0.92
"Trust Me as You Once Did",All Blocks (PC),Any,26,0.3462,0.0640,Unknown,3.27
"•Bow of the Galadhrim",Fellowship Block (PC),1,25,0.4800,0.2604,Unknown,2.40
"•Bow of the Galadhrim",Fellowship Block (PC),Any,25,0.4800,0.2604,Unknown,2.40
"•Bow of the Galadhrim",Movie Block (PC),1,11,0.5455,0.0396,Unknown,0.96
"•Bow of the Galadhrim",Movie Block (PC),Any,11,0.5455,0.0396,Unknown,0.96
"•Bow of the Galadhrim",All Blocks (PC),Any,36,0.5000,0.0887,Unknown,4.53
"•Isildur, Bearer of Heirlooms",Movie Block (PC),Ring Bearer,11,0.4545,0.0396,0.55,0.55
"•Isildur, Bearer of Heirlooms",Expanded (PC),Ring Bearer,3,0.0000,0.0938,1.22,1.22
"•Isildur, Bearer of Heirlooms",All Blocks (PC),Ring Bearer,14,0.3571,0.0345,1.04,1.04
"Pelennor Plain",Movie Block (PC),Site,53,0.3962,0.1906,8.18,8.18
"Pelennor Plain",All Blocks (PC),Site,53,0.3962,0.1305,21.39,21.39
"Cross Roads",Movie Block (PC),Site,51,0.5686,0.1835,7.88,7.88
"Cross Roads",All Blocks (PC),Site,51,0.5686,0.1256,20.59,20.59
"•Ithilien Wilderness",Movie Block (PC),1,10,0.5000,0.0360,Unknown,0.87
"•Ithilien Wilderness",Movie Block (PC),Any,10,0.5000,0.0360,Unknown,0.87
"•Ithilien Wilderness",Expanded (PC),1,1,1.0000,0.0313,Unknown,0.46
"•Ithilien Wilderness",Expanded (PC),Any,1,1.0000,0.0313,Unknown,0.46
"•Ithilien Wilderness",All Blocks (PC),Any,11,0.5455,0.0271,Unknown,1.38
"•Desert Lord",Movie Block (PC),2,5,0.4000,0.0180,Unknown,0.44
"•Desert Lord",Movie Block (PC),3,11,0.4545,0.0396,Unknown,0.96
"•Desert Lord",Movie Block (PC),4,14,0.7143,0.0504,Unknown,1.22
"•Desert Lord",Movie Block (PC),Any,30,0.5667,0.1079,Unknown,2.62
"•Desert Lord",Expanded (PC),3,1,1.0000,0.0313,Unknown,0.46
"•Desert Lord",Expanded (PC),4,1,0.0000,0.0313,Unknown,0.46
"•Desert Lord",Expanded (PC),Any,2,0.5000,0.0625,Unknown,0.92
"•Desert Lord",All Blocks (PC),Any,32,0.5625,0.0788,Unknown,4.03
"Elite Archer",Movie Block (PC),2,11,0.8182,0.0396,Unknown,0.96
"Elite Archer",Movie Block (PC),3,2,0.5000,0.0072,Unknown,0.17
"Elite Archer",Movie Block (PC),4,11,0.4545,0.0396,Unknown,0.96
"Elite Archer",Movie Block (PC),Any,24,0.6250,0.0863,Unknown,2.10
"Elite Archer",Expanded (PC),4,2,0.5000,0.0625,Unknown,0.92
"Elite Archer",Expanded (PC),Any,2,0.5000,0.0625,Unknown,0.92
"Elite Archer",All Blocks (PC),Any,26,0.6154,0.0640,Unknown,3.27
"•Host of Fangorn",Movie Block (PC),1,19,0.5789,0.0683,Unknown,1.66
"•Host of Fangorn",Movie Block (PC),Any,19,0.5789,0.0683,Unknown,1.66
"•Host of Fangorn",Expanded (PC),1,1,0.0000,0.0313,Unknown,0.46
"•Host of Fangorn",Expanded (PC),Any,1,0.0000,0.0313,Unknown,0.46
"•Host of Fangorn",All Blocks (PC),Any,20,0.5500,0.0493,Unknown,2.52
"Huorn",Movie Block (PC),1,8,0.5000,0.0288,Unknown,0.70
"Huorn",Movie Block (PC),2,13,0.6154,0.0468,Unknown,1.14
"Huorn",Movie Block (PC),Any,21,0.5714,0.0755,Unknown,1.84
"Huorn",All Blocks (PC),Any,21,0.5714,0.0517,Unknown,2.64
"•Skinbark, Fladrif",Movie Block (PC),1,15,0.5333,0.0540,Unknown,1.31
"•Skinbark, Fladrif",Movie Block (PC),3,1,1.0000,0.0036,Unknown,0.09
"•Skinbark, Fladrif",Movie Block (PC),Any,16,0.5625,0.0576,Unknown,1.40
"•Skinbark, Fladrif",Expanded (PC),1,1,0.0000,0.0313,Unknown,0.46
"•Skinbark, Fladrif",Expanded (PC),Any,1,0.0000,0.0313,Unknown,0.46
"•Skinbark, Fladrif",All Blocks (PC),Any,17,0.5294,0.0419,Unknown,2.14
"Southron Marksmen",Movie Block (PC),2,13,0.7692,0.0468,Unknown,1.14
"Southron Marksmen",Movie Block (PC),3,10,0.4000,0.0360,Unknown,0.87
"Southron Marksmen",Movie Block (PC),4,1,1.0000,0.0036,Unknown,0.09
"Southron Marksmen",Movie Block (PC),Any,24,0.6250,0.0863,Unknown,2.10
"Southron Marksmen",Expanded (PC),1,1,0.0000,0.0313,Unknown,0.46
"Southron Marksmen",Expanded (PC),2,1,1.0000,0.0313,Unknown,0.46
"Southron Marksmen",Expanded (PC),Any,2,0.5000,0.0625,Unknown,0.92
"Southron Marksmen",All Blocks (PC),Any,26,0.6154,0.0640,Unknown,3.27
"A Wizard Is Never Late",Movie Block (PC),1,1,0.0000,0.0036,Unknown,0.09
"A Wizard Is Never Late",Movie Block (PC),3,9,0.4444,0.0324,Unknown,0.79
"A Wizard Is Never Late",Movie Block (PC),4,40,0.6500,0.1439,Unknown,3.50
"A Wizard Is Never Late",Movie Block (PC),Any,50,0.6000,0.1799,Unknown,4.37
"A Wizard Is Never Late",Expanded (PC),1,3,1.0000,0.0938,Unknown,1.38
"A Wizard Is Never Late",Expanded (PC),2,2,1.0000,0.0625,Unknown,0.92
"A Wizard Is Never Late",Expanded (PC),3,1,0.0000,0.0313,Unknown,0.46
"A Wizard Is Never Late",Expanded (PC),4,4,0.7500,0.1250,Unknown,1.84
"A Wizard Is Never Late",Expanded (PC),Any,10,0.8000,0.3125,Unknown,4.60
"A Wizard Is Never Late",Fellowship Block (PC),1,8,0.3750,0.0833,Unknown,0.77
"A Wizard Is Never Late",Fellowship Block (PC),Any,8,0.3750,0.0833,Unknown,0.77
"A Wizard Is Never Late",All Blocks (PC),Any,68,0.6029,0.1675,Unknown,8.55
"•Treebeard, Oldest Living Thing",Movie Block (PC),1,12,0.5833,0.0432,Unknown,1.05
"•Treebeard, Oldest Living Thing",Movie Block (PC),Any,12,0.5833,0.0432,Unknown,1.05
"•Treebeard, Oldest Living Thing",All Blocks (PC),Any,12,0.5833,0.0296,Unknown,1.51
"Southron Bowman",Movie Block (PC),2,1,0.0000,0.0036,Unknown,0.09
"Southron Bowman",Movie Block (PC),4,23,0.6522,0.0827,Unknown,2.01
"Southron Bowman",Movie Block (PC),Any,24,0.6250,0.0863,Unknown,2.10
"Southron Bowman",Expanded (PC),4,2,0.5000,0.0625,Unknown,0.92
"Southron Bowman",Expanded (PC),Any,2,0.5000,0.0625,Unknown,0.92
"Southron Bowman",All Blocks (PC),Any,26,0.6154,0.0640,Unknown,3.27
"Whirling Strike",Movie Block (PC),1,13,0.6923,0.0468,Unknown,1.14
"Whirling Strike",Movie Block (PC),2,1,0.0000,0.0036,Unknown,0.09
"Whirling Strike",Movie Block (PC),3,7,0.8571,0.0252,Unknown,0.61
"Whirling Strike",Movie Block (PC),4,2,0.5000,0.0072,Unknown,0.17
"Whirling Strike",Movie Block (PC),Any,23,0.6957,0.0827,Unknown,2.01
"Whirling Strike",Expanded (PC),1,1,1.0000,0.0313,Unknown,0.46
"Whirling Strike",Expanded (PC),4,1,0.0000,0.0313,Unknown,0.46
"Whirling Strike",Expanded (PC),Any,2,0.5000,0.0625,Unknown,0.92
"Whirling Strike",All Blocks (PC),Any,25,0.6800,0.0616,Unknown,3.15
"Rallying Call",Movie Block (PC),1,12,0.8333,0.0432,Unknown,1.05
"Rallying Call",Movie Block (PC),2,13,0.4615,0.0468,Unknown,1.14
"Rallying Call",Movie Block (PC),3,1,0.0000,0.0036,Unknown,0.09
"Rallying Call",Movie Block (PC),Any,26,0.6154,0.0935,Unknown,2.27
"Rallying Call",Expanded (PC),2,1,1.0000,0.0313,Unknown,0.46
"Rallying Call",Expanded (PC),3,1,0.0000,0.0313,Unknown,0.46
"Rallying Call",Expanded (PC),Any,2,0.5000,0.0625,Unknown,0.92
"Rallying Call",All Blocks (PC),Any,28,0.6071,0.0690,Unknown,3.52
"•Lindenroot, Elder Shepherd",Movie Block (PC),1,21,0.5238,0.0755,Unknown,1.84
"•Lindenroot, Elder Shepherd",Movie Block (PC),4,1,1.0000,0.0036,Unknown,0.09
"•Lindenroot, Elder Shepherd",Movie Block (PC),Any,22,0.5455,0.0791,Unknown,1.92
"•Lindenroot, Elder Shepherd",All Blocks (PC),Any,22,0.5455,0.0542,Unknown,2.77
"Seasoned Leader",Movie Block (PC),1,1,1.0000,0.0036,Unknown,0.09
"Seasoned Leader",Movie Block (PC),4,24,0.6250,0.0863,Unknown,2.10
"Seasoned Leader",Movie Block (PC),Any,25,0.6400,0.0899,Unknown,2.19
"Seasoned Leader",Expanded (PC),4,2,0.5000,0.0625,Unknown,0.92
"Seasoned Leader",Expanded (PC),Any,2,0.5000,0.0625,Unknown,0.92
"Seasoned Leader",All Blocks (PC),Any,27,0.6296,0.0665,Unknown,3.40
"•Axe of Erebor",Movie Block (PC),1,13,0.3846,0.0468,Unknown,1.14
"•Axe of Erebor",Movie Block (PC),2,1,1.0000,0.0036,Unknown,0.09
"•Axe of Erebor",Movie Block (PC),Any,14,0.4286,0.0504,Unknown,1.22
"•Axe of Erebor",Expanded (PC),2,1,1.0000,0.0313,Unknown,0.46
"•Axe of Erebor",Expanded (PC),Any,1,1.0000,0.0313,Unknown,0.46
"•Axe of Erebor",All Blocks (PC),Any,15,0.4667,0.0369,Unknown,1.89
"Enraged",Movie Block (PC),2,8,0.7500,0.0288,Unknown,0.70
"Enraged",Movie Block (PC),3,1,0.0000,0.0036,Unknown,0.09
"Enraged",Movie Block (PC),4,2,1.0000,0.0072,Unknown,0.17
"Enraged",Movie Block (PC),Any,11,0.7273,0.0396,Unknown,0.96
"Enraged",All Blocks (PC),Any,11,0.7273,0.0271,Unknown,1.38
"•Ent Horde",Movie Block (PC),1,20,0.5500,0.0719,Unknown,1.75
"•Ent Horde",Movie Block (PC),2,1,1.0000,0.0036,Unknown,0.09
"•Ent Horde",Movie Block (PC),Any,21,0.5714,0.0755,Unknown,1.84
"•Ent Horde",Expanded (PC),1,1,0.0000,0.0313,Unknown,0.46
"•Ent Horde",Expanded (PC),Any,1,0.0000,0.0313,Unknown,0.46
"•Ent Horde",All Blocks (PC),Any,22,0.5455,0.0542,Unknown,2.77
"Ent Avenger",Movie Block (PC),1,1,1.0000,0.0036,Unknown,0.09
"Ent Avenger",Movie Block (PC),2,8,0.5000,0.0288,Unknown,0.70
"Ent Avenger",Movie Block (PC),3,4,0.7500,0.0144,Unknown,0.35
"Ent Avenger",Movie Block (PC),Any,13,0.6154,0.0468,Unknown,1.14
"Ent Avenger",All Blocks (PC),Any,13,0.6154,0.0320,Unknown,1.64
"War Towers",Movie Block (PC),3,21,0.6667,0.0755,Unknown,1.84
"War Towers",Movie Block (PC),4,1,0.0000,0.0036,Unknown,0.09
"War Towers",Movie Block (PC),Any,22,0.6364,0.0791,Unknown,1.92
"War Towers",Expanded (PC),2,1,0.0000,0.0313,Unknown,0.46
"War Towers",Expanded (PC),3,1,1.0000,0.0313,Unknown,0.46
"War Towers",Expanded (PC),4,1,0.0000,0.0313,Unknown,0.46
"War Towers",Expanded (PC),Any,3,0.3333,0.0938,Unknown,1.38
"War Towers",All Blocks (PC),Any,25,0.6000,0.0616,Unknown,3.15
"•Haradrim Marksman",Movie Block (PC),2,12,0.8333,0.0432,Unknown,1.05
"•Haradrim Marksman",Movie Block (PC),3,11,0.4545,0.0396,Unknown,0.96
"•Haradrim Marksman",Movie Block (PC),Any,23,0.6522,0.0827,Unknown,2.01
"•Haradrim Marksman",Expanded (PC),3,1,1.0000,0.0313,Unknown,0.46
"•Haradrim Marksman",Expanded (PC),Any,1,1.0000,0.0313,Unknown,0.46
"•Haradrim Marksman",All Blocks (PC),Any,24,0.6667,0.0591,Unknown,3.02
"Ships of Great Draught",Movie Block (PC),1,2,0.5000,0.0072,Unknown,0.17
"Ships of Great Draught",Movie Block (PC),2,24,0.6667,0.0863,Unknown,2.10
"Ships of Great Draught",Movie Block (PC),3,3,0.6667,0.0108,Unknown,0.26
"Ships of Great Draught",Movie Block (PC),4,1,1.0000,0.0036,Unknown,0.09
"Ships of Great Draught",Movie Block (PC),Any,30,0.6667,0.1079,Unknown,2.62
"Ships of Great Draught",Expanded (PC),2,1,1.0000,0.0313,Unknown,0.46
"Ships of Great Draught",Expanded (PC),Any,1,1.0000,0.0313,Unknown,0.46
"Ships of Great Draught",All Blocks (PC),Any,31,0.6774,0.0764,Unknown,3.90
"Steps of Edoras",Movie Block (PC),Site,29,0.5172,0.1043,4.48,4.48
"Steps of Edoras",All Blocks (PC),Site,29,0.5172,0.0714,11.70,11.70
"Base of Mindolluin",Movie Block (PC),Site,9,0.5556,0.0324,1.39,1.39
"Base of Mindolluin",All Blocks (PC),Site,9,0.5556,0.0222,3.64,3.64
"Steward's Tomb",Movie Block (PC),Site,63,0.6349,0.2266,9.73,9.73
"Steward's Tomb",Expanded (PC),Site,4,0.5000,0.1250,7.76,7.76
"Steward's Tomb",All Blocks (PC),Site,67,0.6269,0.1650,27.05,27.05
"Osgiliath Channel",Movie Block (PC),Site,70,0.5714,0.2518,10.81,10.81
"Osgiliath Channel",All Blocks (PC),Site,70,0.5714,0.1724,28.26,28.26
"•Orc Seeker",Movie Block (PC),1,1,0.0000,0.0036,Unknown,0.09
"•Orc Seeker",Movie Block (PC),2,17,0.4118,0.0612,Unknown,1.49
"•Orc Seeker",Movie Block (PC),3,1,0.0000,0.0036,Unknown,0.09
"•Orc Seeker",Movie Block (PC),Any,19,0.3684,0.0683,Unknown,1.66
"•Orc Seeker",All Blocks (PC),Any,19,0.3684,0.0468,Unknown,2.39
"Knigh's Spear",Movie Block (PC),1,5,0.8000,0.0180,Unknown,0.44
"Knigh's Spear",Movie Block (PC),2,6,0.6667,0.0216,Unknown,0.52
"Knigh's Spear",Movie Block (PC),3,1,0.0000,0.0036,Unknown,0.09
"Knigh's Spear",Movie Block (PC),Any,12,0.6667,0.0432,Unknown,1.05
"Knigh's Spear",All Blocks (PC),Any,12,0.6667,0.0296,Unknown,1.51
"Under the Watching Eye",Movie Block (PC),3,1,0.0000,0.0036,Unknown,0.09
"Under the Watching Eye",Movie Block (PC),4,18,0.3889,0.0647,Unknown,1.57
"Under the Watching Eye",Movie Block (PC),Any,19,0.3684,0.0683,Unknown,1.66
"Under the Watching Eye",Fellowship Block (PC),3,1,0.0000,0.0104,Unknown,0.10
"Under the Watching Eye",Fellowship Block (PC),4,8,0.5000,0.0833,Unknown,0.77
"Under the Watching Eye",Fellowship Block (PC),Any,9,0.4444,0.0938,Unknown,0.87
"Under the Watching Eye",All Blocks (PC),Any,28,0.3929,0.0690,Unknown,3.52
"•Orc Insurgent",Movie Block (PC),1,1,0.0000,0.0036,Unknown,0.09
"•Orc Insurgent",Movie Block (PC),2,2,0.0000,0.0072,Unknown,0.17
"•Orc Insurgent",Movie Block (PC),Any,3,0.0000,0.0108,Unknown,0.26
"•Orc Insurgent",Expanded (PC),1,1,1.0000,0.0313,Unknown,0.46
"•Orc Insurgent",Expanded (PC),Any,1,1.0000,0.0313,Unknown,0.46
"•Orc Insurgent",All Blocks (PC),Any,4,0.2500,0.0099,Unknown,0.50
"•Garrison of Gondor",Movie Block (PC),1,7,0.4286,0.0252,Unknown,0.61
"•Garrison of Gondor",Movie Block (PC),2,2,0.5000,0.0072,Unknown,0.17
"•Garrison of Gondor",Movie Block (PC),Any,9,0.4444,0.0324,Unknown,0.79
"•Garrison of Gondor",All Blocks (PC),Any,9,0.4444,0.0222,Unknown,1.13
"•Imrahil, Prince of Dol Amroth",Movie Block (PC),1,3,0.3333,0.0108,Unknown,0.26
"•Imrahil, Prince of Dol Amroth",Movie Block (PC),2,1,0.0000,0.0036,Unknown,0.09
"•Imrahil, Prince of Dol Amroth",Movie Block (PC),Any,4,0.2500,0.0144,Unknown,0.35
"•Imrahil, Prince of Dol Amroth",All Blocks (PC),Any,4,0.2500,0.0099,Unknown,0.50
"•Sauron, The Lord of the Rings",Movie Block (PC),1,10,0.2000,0.0360,Unknown,0.87
"•Sauron, The Lord of the Rings",Movie Block (PC),2,28,0.6071,0.1007,Unknown,2.45
"•Sauron, The Lord of the Rings",Movie Block (PC),4,3,0.3333,0.0108,Unknown,0.26
"•Sauron, The Lord of the Rings",Movie Block (PC),Any,41,0.4878,0.1475,Unknown,3.59
"•Sauron, The Lord of the Rings",Expanded (PC),1,2,1.0000,0.0625,Unknown,0.92
"•Sauron, The Lord of the Rings",Expanded (PC),2,4,0.7500,0.1250,Unknown,1.84
"•Sauron, The Lord of the Rings",Expanded (PC),Any,6,0.8333,0.1875,Unknown,2.76
"•Sauron, The Lord of the Rings",All Blocks (PC),Any,47,0.5319,0.1158,Unknown,5.91
"•Faramir, Defender of Osgiliath",Movie Block (PC),1,1,0.0000,0.0036,Unknown,0.09
"•Faramir, Defender of Osgiliath",Movie Block (PC),Any,1,0.0000,0.0036,Unknown,0.09
"•Faramir, Defender of Osgiliath",All Blocks (PC),Any,1,0.0000,0.0025,Unknown,0.13
"Fourth Level",Movie Block (PC),3,4,0.2500,0.0144,Unknown,0.35
"Fourth Level",Movie Block (PC),Any,4,0.2500,0.0144,Unknown,0.35
"Fourth Level",All Blocks (PC),Any,4,0.2500,0.0099,Unknown,0.50
"All Thought Bent on It",Movie Block (PC),1,1,0.0000,0.0036,Unknown,0.09
"All Thought Bent on It",Movie Block (PC),Any,1,0.0000,0.0036,Unknown,0.09
"All Thought Bent on It",All Blocks (PC),Any,1,0.0000,0.0025,Unknown,0.13
"•Gollum, Mad Thing",Movie Block (PC),1,11,0.4545,0.0396,Unknown,0.96
"•Gollum, Mad Thing",Movie Block (PC),2,3,0.3333,0.0108,Unknown,0.26
"•Gollum, Mad Thing",Movie Block (PC),4,3,0.6667,0.0108,Unknown,0.26
"•Gollum, Mad Thing",Movie Block (PC),Any,17,0.4706,0.0612,Unknown,1.49
"•Gollum, Mad Thing",Expanded (PC),1,1,0.0000,0.0313,Unknown,0.46
"•Gollum, Mad Thing",Expanded (PC),Any,1,0.0000,0.0313,Unknown,0.46
"•Gollum, Mad Thing",All Blocks (PC),Any,18,0.4444,0.0443,Unknown,2.26
"Final Strike",Movie Block (PC),1,8,0.1250,0.0288,Unknown,0.70
"Final Strike",Movie Block (PC),2,6,0.5000,0.0216,Unknown,0.52
"Final Strike",Movie Block (PC),Any,14,0.2857,0.0504,Unknown,1.22
"Final Strike",All Blocks (PC),Any,14,0.2857,0.0345,Unknown,1.76
"Breached",Movie Block (PC),2,1,0.0000,0.0036,Unknown,0.09
"Breached",Movie Block (PC),Any,1,0.0000,0.0036,Unknown,0.09
"Breached",All Blocks (PC),Any,1,0.0000,0.0025,Unknown,0.13
"•Anduril, King's Blade",Movie Block (PC),1,5,0.6000,0.0180,Unknown,0.44
"•Anduril, King's Blade",Movie Block (PC),Any,5,0.6000,0.0180,Unknown,0.44
"•Anduril, King's Blade",All Blocks (PC),Any,5,0.6000,0.0123,Unknown,0.63
"•Army of Udun",Movie Block (PC),1,1,0.0000,0.0036,Unknown,0.09
"•Army of Udun",Movie Block (PC),Any,1,0.0000,0.0036,Unknown,0.09
"•Army of Udun",All Blocks (PC),Any,1,0.0000,0.0025,Unknown,0.13
"•Strong and Old",Movie Block (PC),2,3,0.3333,0.0108,Unknown,0.26
"•Strong and Old",Movie Block (PC),Any,3,0.3333,0.0108,Unknown,0.26
"•Strong and Old",All Blocks (PC),Any,3,0.3333,0.0074,Unknown,0.38
"Catapult",Movie Block (PC),1,1,0.0000,0.0036,Unknown,0.09
"Catapult",Movie Block (PC),2,1,0.0000,0.0036,Unknown,0.09
"Catapult",Movie Block (PC),Any,2,0.0000,0.0072,Unknown,0.17
"Catapult",All Blocks (PC),Any,2,0.0000,0.0049,Unknown,0.25
"•Ingold",Movie Block (PC),1,4,0.2500,0.0144,Unknown,0.35
"•Ingold",Movie Block (PC),Any,4,0.2500,0.0144,Unknown,0.35
"•Ingold",All Blocks (PC),Any,4,0.2500,0.0099,Unknown,0.50
"•Tower Assassin",Movie Block (PC),1,7,0.2857,0.0252,Unknown,0.61
"•Tower Assassin",Movie Block (PC),2,15,0.5333,0.0540,Unknown,1.31
"•Tower Assassin",Movie Block (PC),Any,22,0.4545,0.0791,Unknown,1.92
"•Tower Assassin",Fellowship Block (PC),1,7,0.4286,0.0729,Unknown,0.67
"•Tower Assassin",Fellowship Block (PC),2,5,0.4000,0.0521,Unknown,0.48
"•Tower Assassin",Fellowship Block (PC),3,2,1.0000,0.0208,Unknown,0.19
"•Tower Assassin",Fellowship Block (PC),Any,14,0.5000,0.1458,Unknown,1.35
"•Tower Assassin",Expanded (PC),1,2,0.5000,0.0625,Unknown,0.92
"•Tower Assassin",Expanded (PC),Any,2,0.5000,0.0625,Unknown,0.92
"•Tower Assassin",All Blocks (PC),Any,38,0.4737,0.0936,Unknown,4.78
"•Stone Tower",Movie Block (PC),1,16,0.5000,0.0576,Unknown,1.40
"•Stone Tower",Movie Block (PC),Any,16,0.5000,0.0576,Unknown,1.40
"•Stone Tower",All Blocks (PC),Any,16,0.5000,0.0394,Unknown,2.01
"•Fat One Wants It",Movie Block (PC),1,13,0.3846,0.0468,Unknown,1.14
"•Fat One Wants It",Movie Block (PC),2,3,0.0000,0.0108,Unknown,0.26
"•Fat One Wants It",Movie Block (PC),Any,16,0.3125,0.0576,Unknown,1.40
"•Fat One Wants It",All Blocks (PC),Any,16,0.3125,0.0394,Unknown,2.01
"•Citadel of the Stars",Movie Block (PC),1,19,0.5789,0.0683,Unknown,1.66
"•Citadel of the Stars",Movie Block (PC),2,1,0.0000,0.0036,Unknown,0.09
"•Citadel of the Stars",Movie Block (PC),Any,20,0.5500,0.0719,Unknown,1.75
"•Citadel of the Stars",All Blocks (PC),Any,20,0.5500,0.0493,Unknown,2.52
"•Alcarin, Warrior of Lamedon",Movie Block (PC),1,4,0.2500,0.0144,Unknown,0.35
"•Alcarin, Warrior of Lamedon",Movie Block (PC),Any,4,0.2500,0.0144,Unknown,0.35
"•Alcarin, Warrior of Lamedon",All Blocks (PC),Any,4,0.2500,0.0099,Unknown,0.50
"•Grishnakh, Orc Captain",Movie Block (PC),1,5,0.2000,0.0180,Unknown,0.44
"•Grishnakh, Orc Captain",Movie Block (PC),2,13,0.6154,0.0468,Unknown,1.14
"•Grishnakh, Orc Captain",Movie Block (PC),3,20,0.3000,0.0719,Unknown,1.75
"•Grishnakh, Orc Captain",Movie Block (PC),Any,38,0.3947,0.1367,Unknown,3.32
"•Grishnakh, Orc Captain",Expanded (PC),1,1,1.0000,0.0313,Unknown,0.46
"•Grishnakh, Orc Captain",Expanded (PC),Any,1,1.0000,0.0313,Unknown,0.46
"•Grishnakh, Orc Captain",All Blocks (PC),Any,39,0.4103,0.0961,Unknown,4.91
"Great Gate",Movie Block (PC),2,1,0.0000,0.0036,Unknown,0.09
"Great Gate",Movie Block (PC),Any,1,0.0000,0.0036,Unknown,0.09
"Great Gate",All Blocks (PC),Any,1,0.0000,0.0025,Unknown,0.13
"They Stole It",Movie Block (PC),1,3,0.0000,0.0108,Unknown,0.26
"They Stole It",Movie Block (PC),2,4,0.0000,0.0144,Unknown,0.35
"They Stole It",Movie Block (PC),3,9,0.6667,0.0324,Unknown,0.79
"They Stole It",Movie Block (PC),4,3,0.3333,0.0108,Unknown,0.26
"They Stole It",Movie Block (PC),Any,19,0.3684,0.0683,Unknown,1.66
"They Stole It",All Blocks (PC),Any,19,0.3684,0.0468,Unknown,2.39
"Sapling of the White Tree",Movie Block (PC),2,4,0.2500,0.0144,Unknown,0.35
"Sapling of the White Tree",Movie Block (PC),3,6,0.5000,0.0216,Unknown,0.52
"Sapling of the White Tree",Movie Block (PC),4,8,0.5000,0.0288,Unknown,0.70
"Sapling of the White Tree",Movie Block (PC),Any,18,0.4444,0.0647,Unknown,1.57
"Sapling of the White Tree",All Blocks (PC),Any,18,0.4444,0.0443,Unknown,2.26
"•Orc Patrol",Movie Block (PC),1,8,0.2500,0.0288,Unknown,0.70
"•Orc Patrol",Movie Block (PC),2,6,0.3333,0.0216,Unknown,0.52
"•Orc Patrol",Movie Block (PC),3,19,0.3684,0.0683,Unknown,1.66
"•Orc Patrol",Movie Block (PC),Any,33,0.3333,0.1187,Unknown,2.89
"•Orc Patrol",Expanded (PC),2,1,1.0000,0.0313,Unknown,0.46
"•Orc Patrol",Expanded (PC),4,1,0.0000,0.0313,Unknown,0.46
"•Orc Patrol",Expanded (PC),Any,2,0.5000,0.0625,Unknown,0.92
"•Orc Patrol",All Blocks (PC),Any,35,0.3429,0.0862,Unknown,4.40
"Footman's Armor",Movie Block (PC),1,6,0.5000,0.0216,Unknown,0.52
"Footman's Armor",Movie Block (PC),Any,6,0.5000,0.0216,Unknown,0.52
"Footman's Armor",All Blocks (PC),Any,6,0.5000,0.0148,Unknown,0.75
"Gondor Bow",Movie Block (PC),3,3,0.3333,0.0108,Unknown,0.26
"Gondor Bow",Movie Block (PC),4,1,0.0000,0.0036,Unknown,0.09
"Gondor Bow",Movie Block (PC),Any,4,0.2500,0.0144,Unknown,0.35
