Card,Block,Category/Count,Games,Win Rate,Play Rate,Weighted Play Rate,Weighted Inclusion Rate
"•The One Ring, Isildur's Bane",Fellowship Block (PC),The One Ring,336,0.5119,0.9333,1.87,1.87
"•The One Ring, Isildur's Bane",Movie Block (PC),The One Ring,28,0.5714,0.0581,0.29,0.29
"•The One Ring, Isildur's Bane",Expanded (PC),The One Ring,1,1.0000,0.0039,0.03,0.03
"•The One Ring, Isildur's Bane",All Blocks (PC),The One Ring,365,0.5178,0.3324,4.66,4.66
"•Frodo, Reluctant Adventurer",Fellowship Block (PC),Ring Bearer,223,0.5516,0.6194,1.86,1.86
"•Frodo, Reluctant Adventurer",Expanded (PC),Ring Bearer,3,0.6667,0.0117,0.21,0.21
"•Frodo, Reluctant Adventurer",Movie Block (PC),Ring Bearer,13,0.8462,0.0270,0.38,0.38
"•Frodo, Reluctant Adventurer",All Blocks (PC),Ring Bearer,239,0.5690,0.2177,7.61,7.61
"The Prancing Pony",Fellowship Block (PC),Site,214,0.4953,0.5944,37.38,37.38
"The Prancing Pony",Expanded (PC),Site,51,0.5294,0.1992,15.69,15.69
"The Prancing Pony",All Blocks (PC),Site,265,0.5019,0.2413,44.69,44.69
"Trollshaw Forest",Fellowship Block (PC),Site,88,0.4205,0.2444,15.37,15.37
"Trollshaw Forest",Expanded (PC),Site,64,0.4531,0.2500,19.69,19.69
"Trollshaw Forest",All Blocks (PC),Site,152,0.4342,0.1384,25.63,25.63
"House of Elrond",Fellowship Block (PC),Site,34,0.3529,0.0944,5.94,5.94
"House of Elrond",All Blocks (PC),Site,34,0.3529,0.0310,5.74,5.74
"Hollin",Fellowship Block (PC),Site,89,0.5056,0.2472,15.55,15.55
"Hollin",All Blocks (PC),Site,89,0.5056,0.0811,15.02,15.02
"The Bridge of Khazad-dum",Fellowship Block (PC),Site,360,0.5000,1.0000,62.89,62.89
"The Bridge of Khazad-dum",Expanded (PC),Site,22,0.5455,0.0859,6.76,6.76
"The Bridge of Khazad-dum",All Blocks (PC),Site,382,0.5026,0.3479,64.43,64.43
"Caras Galadhon",Fellowship Block (PC),Site,112,0.4018,0.3111,19.57,19.57
"Caras Galadhon",Expanded (PC),Site,108,0.4815,0.4219,33.22,33.22
"Caras Galadhon",All Blocks (PC),Site,220,0.4409,0.2004,37.11,37.11
"Anduin Confluence",Fellowship Block (PC),Site,105,0.4762,0.2917,18.35,18.35
"Anduin Confluence",Expanded (PC),Site,9,0.4444,0.0352,2.77,2.77
"Anduin Confluence",All Blocks (PC),Site,114,0.4737,0.1038,19.22,19.22
"Gates of Argonath",Fellowship Block (PC),Site,40,0.6500,0.1111,6.99,6.99
"Gates of Argonath",All Blocks (PC),Site,40,0.6500,0.0364,6.74,6.74
"Slopes of Amon Hen",Fellowship Block (PC),Site,75,0.4933,0.2083,13.10,13.10
"Slopes of Amon Hen",All Blocks (PC),Site,75,0.4933,0.0683,12.65,12.65
"•Saruman, Keeper of Isengard",Fellowship Block (PC),1,1,1.0000,0.0028,Unknown,0.03
"•Saruman, Keeper of Isengard",Fellowship Block (PC),2,16,0.1875,0.0444,Unknown,0.54
"•Saruman, Keeper of Isengard",Fellowship Block (PC),3,43,0.6744,0.1194,Unknown,1.46
"•Saruman, Keeper of Isengard",Fellowship Block (PC),4,8,0.1250,0.0222,Unknown,0.27
"•Saruman, Keeper of Isengard",Fellowship Block (PC),Any,68,0.5000,0.1889,Unknown,2.31
"•Saruman, Keeper of Isengard",Expanded (PC),1,3,0.3333,0.0117,Unknown,0.42
"•Saruman, Keeper of Isengard",Expanded (PC),Any,3,0.3333,0.0117,Unknown,0.42
"•Saruman, Keeper of Isengard",All Blocks (PC),Any,71,0.4930,0.0647,Unknown,4.94
"•The Palantir of Orthanc",Fellowship Block (PC),1,2,0.5000,0.0056,Unknown,0.07
"•The Palantir of Orthanc",Fellowship Block (PC),3,1,0.0000,0.0028,Unknown,0.03
"•The Palantir of Orthanc",Fellowship Block (PC),Any,3,0.3333,0.0083,Unknown,0.10
"•The Palantir of Orthanc",All Blocks (PC),Any,3,0.3333,0.0027,Unknown,0.21
"Flaming Brand",Fellowship Block (PC),1,63,0.3651,0.1750,Unknown,2.14
"Flaming Brand",Fellowship Block (PC),2,87,0.4598,0.2417,Unknown,2.95
"Flaming Brand",Fellowship Block (PC),3,51,0.7255,0.1417,Unknown,1.73
"Flaming Brand",Fellowship Block (PC),4,47,0.5957,0.1306,Unknown,1.59
"Flaming Brand",Fellowship Block (PC),Any,248,0.5161,0.6889,Unknown,8.41
"Flaming Brand",Expanded (PC),1,7,0.5714,0.0273,Unknown,0.98
"Flaming Brand",Expanded (PC),2,2,0.0000,0.0078,Unknown,0.28
"Flaming Brand",Expanded (PC),Any,9,0.4444,0.0352,Unknown,1.26
"Flaming Brand",Movie Block (PC),1,5,0.4000,0.0104,Unknown,0.28
"Flaming Brand",Movie Block (PC),2,12,0.2500,0.0249,Unknown,0.68
"Flaming Brand",Movie Block (PC),Any,17,0.2941,0.0353,Unknown,0.96
"Flaming Brand",All Blocks (PC),Any,274,0.5000,0.2495,Unknown,19.05
"The Last Alliance of Elves and Men",Fellowship Block (PC),1,41,0.5122,0.1139,Unknown,1.39
"The Last Alliance of Elves and Men",Fellowship Block (PC),2,93,0.6667,0.2583,Unknown,3.16
"The Last Alliance of Elves and Men",Fellowship Block (PC),3,11,0.3636,0.0306,Unknown,0.37
"The Last Alliance of Elves and Men",Fellowship Block (PC),4,1,0.0000,0.0028,Unknown,0.03
"The Last Alliance of Elves and Men",Fellowship Block (PC),Any,146,0.5959,0.4056,Unknown,4.95
"The Last Alliance of Elves and Men",Expanded (PC),1,5,0.0000,0.0195,Unknown,0.70
"The Last Alliance of Elves and Men",Expanded (PC),3,6,0.3333,0.0234,Unknown,0.84
"The Last Alliance of Elves and Men",Expanded (PC),4,6,0.0000,0.0234,Unknown,0.84
"The Last Alliance of Elves and Men",Expanded (PC),Any,17,0.1176,0.0664,Unknown,2.38
"The Last Alliance of Elves and Men",Movie Block (PC),1,29,0.4483,0.0602,Unknown,1.64
"The Last Alliance of Elves and Men",Movie Block (PC),2,21,0.2381,0.0436,Unknown,1.19
"The Last Alliance of Elves and Men",Movie Block (PC),3,34,0.4706,0.0705,Unknown,1.92
"The Last Alliance of Elves and Men",Movie Block (PC),4,6,0.3333,0.0124,Unknown,0.34
"The Last Alliance of Elves and Men",Movie Block (PC),Any,90,0.4000,0.1867,Unknown,5.08
"The Last Alliance of Elves and Men",All Blocks (PC),Any,253,0.4941,0.2304,Unknown,17.59
"•Gwemegil",Fellowship Block (PC),1,77,0.5195,0.2139,Unknown,2.61
"•Gwemegil",Fellowship Block (PC),2,85,0.6000,0.2361,Unknown,2.88
"•Gwemegil",Fellowship Block (PC),3,2,0.5000,0.0056,Unknown,0.07
"•Gwemegil",Fellowship Block (PC),Any,164,0.5610,0.4556,Unknown,5.56
"•Gwemegil",Expanded (PC),1,12,0.3333,0.0469,Unknown,1.68
"•Gwemegil",Expanded (PC),2,2,0.5000,0.0078,Unknown,0.28
"•Gwemegil",Expanded (PC),3,1,1.0000,0.0039,Unknown,0.14
"•Gwemegil",Expanded (PC),Any,15,0.4000,0.0586,Unknown,2.10
"•Gwemegil",Movie Block (PC),1,62,0.4355,0.1286,Unknown,3.50
"•Gwemegil",Movie Block (PC),2,20,0.4500,0.0415,Unknown,1.13
"•Gwemegil",Movie Block (PC),3,5,0.2000,0.0104,Unknown,0.28
"•Gwemegil",Movie Block (PC),Any,87,0.4253,0.1805,Unknown,4.91
"•Gwemegil",All Blocks (PC),Any,266,0.5075,0.2423,Unknown,18.49
"•The Balrog, Durin's Bane",Fellowship Block (PC),1,83,0.5060,0.2306,Unknown,2.82
"•The Balrog, Durin's Bane",Fellowship Block (PC),3,3,0.0000,0.0083,Unknown,0.10
"•The Balrog, Durin's Bane",Fellowship Block (PC),Any,86,0.4884,0.2389,Unknown,2.92
"•The Balrog, Durin's Bane",All Blocks (PC),Any,86,0.4884,0.0783,Unknown,5.98
"•Long-knives of Legolas",Fellowship Block (PC),1,60,0.2833,0.1667,Unknown,2.04
"•Long-knives of Legolas",Fellowship Block (PC),2,4,0.0000,0.0111,Unknown,0.14
"•Long-knives of Legolas",Fellowship Block (PC),Any,64,0.2656,0.1778,Unknown,2.17
"•Long-knives of Legolas",Expanded (PC),1,5,0.4000,0.0195,Unknown,0.70
"•Long-knives of Legolas",Expanded (PC),2,1,1.0000,0.0039,Unknown,0.14
"•Long-knives of Legolas",Expanded (PC),Any,6,0.5000,0.0234,Unknown,0.84
"•Long-knives of Legolas",Movie Block (PC),1,19,0.3158,0.0394,Unknown,1.07
"•Long-knives of Legolas",Movie Block (PC),2,1,0.0000,0.0021,Unknown,0.06
"•Long-knives of Legolas",Movie Block (PC),Any,20,0.3000,0.0415,Unknown,1.13
"•Long-knives of Legolas",All Blocks (PC),Any,90,0.2889,0.0820,Unknown,6.26
"Swordsman of the Northern Kingdom",Fellowship Block (PC),2,2,0.5000,0.0056,Unknown,0.07
"Swordsman of the Northern Kingdom",Fellowship Block (PC),3,11,0.6364,0.0306,Unknown,0.37
"Swordsman of the Northern Kingdom",Fellowship Block (PC),4,16,0.6875,0.0444,Unknown,0.54
"Swordsman of the Northern Kingdom",Fellowship Block (PC),Any,29,0.6552,0.0806,Unknown,0.98
"Swordsman of the Northern Kingdom",Expanded (PC),2,4,0.5000,0.0156,Unknown,0.56
"Swordsman of the Northern Kingdom",Expanded (PC),3,2,0.0000,0.0078,Unknown,0.28
"Swordsman of the Northern Kingdom",Expanded (PC),Any,6,0.3333,0.0234,Unknown,0.84
"Swordsman of the Northern Kingdom",Movie Block (PC),2,1,1.0000,0.0021,Unknown,0.06
"Swordsman of the Northern Kingdom",Movie Block (PC),3,1,0.0000,0.0021,Unknown,0.06
"Swordsman of the Northern Kingdom",Movie Block (PC),Any,2,0.5000,0.0041,Unknown,0.11
"Swordsman of the Northern Kingdom",All Blocks (PC),Any,37,0.5946,0.0337,Unknown,2.57
"Uruk-hai Raiding Party",Fellowship Block (PC),2,2,0.5000,0.0056,Unknown,0.07
"Uruk-hai Raiding Party",Fellowship Block (PC),3,1,1.0000,0.0028,Unknown,0.03
"Uruk-hai Raiding Party",Fellowship Block (PC),4,1,0.0000,0.0028,Unknown,0.03
"Uruk-hai Raiding Party",Fellowship Block (PC),Any,4,0.5000,0.0111,Unknown,0.14
"Uruk-hai Raiding Party",All Blocks (PC),Any,4,0.5000,0.0036,Unknown,0.28
"No Stranger to the Shadows",Fellowship Block (PC),1,19,0.5263,0.0528,Unknown,0.64
"No Stranger to the Shadows",Fellowship Block (PC),2,24,0.4583,0.0667,Unknown,0.81
"No Stranger to the Shadows",Fellowship Block (PC),3,3,0.3333,0.0083,Unknown,0.10
"No Stranger to the Shadows",Fellowship Block (PC),4,1,0.0000,0.0028,Unknown,0.03
"No Stranger to the Shadows",Fellowship Block (PC),Any,47,0.4681,0.1306,Unknown,1.59
"No Stranger to the Shadows",Expanded (PC),1,6,0.8333,0.0234,Unknown,0.84
"No Stranger to the Shadows",Expanded (PC),Any,6,0.8333,0.0234,Unknown,0.84
"No Stranger to the Shadows",All Blocks (PC),Any,53,0.5094,0.0483,Unknown,3.68
"Uruk Warrior",Fellowship Block (PC),1,1,0.0000,0.0028,Unknown,0.03
"Uruk Warrior",Fellowship Block (PC),2,7,0.2857,0.0194,Unknown,0.24
"Uruk Warrior",Fellowship Block (PC),3,1,0.0000,0.0028,Unknown,0.03
"Uruk Warrior",Fellowship Block (PC),4,15,0.4000,0.0417,Unknown,0.51
"Uruk Warrior",Fellowship Block (PC),Any,24,0.3333,0.0667,Unknown,0.81
"Uruk Warrior",All Blocks (PC),Any,24,0.3333,0.0219,Unknown,1.67
"•Ranger's Sword",Fellowship Block (PC),1,205,0.5415,0.5694,Unknown,6.96
"•Ranger's Sword",Fellowship Block (PC),2,52,0.4423,0.1444,Unknown,1.76
"•Ranger's Sword",Fellowship Block (PC),Any,257,0.5214,0.7139,Unknown,8.72
"•Ranger's Sword",Expanded (PC),1,4,0.2500,0.0156,Unknown,0.56
"•Ranger's Sword",Expanded (PC),Any,4,0.2500,0.0156,Unknown,0.56
"•Ranger's Sword",Movie Block (PC),1,51,0.3333,0.1058,Unknown,2.88
"•Ranger's Sword",Movie Block (PC),2,14,0.7857,0.0290,Unknown,0.79
"•Ranger's Sword",Movie Block (PC),Any,65,0.4308,0.1349,Unknown,3.67
"•Ranger's Sword",All Blocks (PC),Any,326,0.5000,0.2969,Unknown,22.66
"Elven Bow",Fellowship Block (PC),1,27,0.5556,0.0750,Unknown,0.92
"Elven Bow",Fellowship Block (PC),2,29,0.2759,0.0806,Unknown,0.98
"Elven Bow",Fellowship Block (PC),3,2,0.5000,0.0056,Unknown,0.07
"Elven Bow",Fellowship Block (PC),4,1,0.0000,0.0028,Unknown,0.03
"Elven Bow",Fellowship Block (PC),Any,59,0.4068,0.1639,Unknown,2.00
"Elven Bow",Expanded (PC),1,3,0.3333,0.0117,Unknown,0.42
"Elven Bow",Expanded (PC),3,1,0.0000,0.0039,Unknown,0.14
"Elven Bow",Expanded (PC),4,10,0.3000,0.0391,Unknown,1.40
"Elven Bow",Expanded (PC),Any,14,0.2857,0.0547,Unknown,1.96
"Elven Bow",Movie Block (PC),1,2,0.0000,0.0041,Unknown,0.11
"Elven Bow",Movie Block (PC),2,5,0.2000,0.0104,Unknown,0.28
"Elven Bow",Movie Block (PC),3,34,0.3235,0.0705,Unknown,1.92
"Elven Bow",Movie Block (PC),4,17,0.3529,0.0353,Unknown,0.96
"Elven Bow",Movie Block (PC),Any,58,0.3103,0.1203,Unknown,3.27
"Elven Bow",All Blocks (PC),Any,131,0.3511,0.1193,Unknown,9.11
"Hobbit Stealth",Fellowship Block (PC),1,10,0.5000,0.0278,Unknown,0.34
"Hobbit Stealth",Fellowship Block (PC),2,91,0.3187,0.2528,Unknown,3.09
"Hobbit Stealth",Fellowship Block (PC),3,24,0.5000,0.0667,Unknown,0.81
"Hobbit Stealth",Fellowship Block (PC),4,64,0.5781,0.1778,Unknown,2.17
"Hobbit Stealth",Fellowship Block (PC),Any,189,0.4392,0.5250,Unknown,6.41
"Hobbit Stealth",Movie Block (PC),4,1,0.0000,0.0021,Unknown,0.06
"Hobbit Stealth",Movie Block (PC),Any,1,0.0000,0.0021,Unknown,0.06
"Hobbit Stealth",Expanded (PC),2,3,0.3333,0.0117,Unknown,0.42
"Hobbit Stealth",Expanded (PC),Any,3,0.3333,0.0117,Unknown,0.42
"Hobbit Stealth",All Blocks (PC),Any,193,0.4352,0.1758,Unknown,13.42
"Saruman's Ambition",Fellowship Block (PC),1,1,0.0000,0.0028,Unknown,0.03
"Saruman's Ambition",Fellowship Block (PC),2,5,0.4000,0.0139,Unknown,0.17
"Saruman's Ambition",Fellowship Block (PC),3,1,0.0000,0.0028,Unknown,0.03
"Saruman's Ambition",Fellowship Block (PC),4,63,0.5238,0.1750,Unknown,2.14
"Saruman's Ambition",Fellowship Block (PC),Any,70,0.5000,0.1944,Unknown,2.37
"Saruman's Ambition",Expanded (PC),2,5,0.4000,0.0195,Unknown,0.70
"Saruman's Ambition",Expanded (PC),4,3,0.3333,0.0117,Unknown,0.42
"Saruman's Ambition",Expanded (PC),Any,8,0.3750,0.0313,Unknown,1.12
"Saruman's Ambition",Movie Block (PC),1,1,1.0000,0.0021,Unknown,0.06
"Saruman's Ambition",Movie Block (PC),2,1,0.0000,0.0021,Unknown,0.06
"Saruman's Ambition",Movie Block (PC),4,3,0.6667,0.0062,Unknown,0.17
"Saruman's Ambition",Movie Block (PC),Any,5,0.6000,0.0104,Unknown,0.28
"Saruman's Ambition",All Blocks (PC),Any,83,0.4940,0.0756,Unknown,5.77
"•Orthanc Assassin",Fellowship Block (PC),1,11,0.5455,0.0306,Unknown,0.37
"•Orthanc Assassin",Fellowship Block (PC),2,22,0.1818,0.0611,Unknown,0.75
"•Orthanc Assassin",Fellowship Block (PC),3,2,0.0000,0.0056,Unknown,0.07
"•Orthanc Assassin",Fellowship Block (PC),Any,35,0.2857,0.0972,Unknown,1.19
"•Orthanc Assassin",All Blocks (PC),Any,35,0.2857,0.0319,Unknown,2.43
"Uruk Slayer",Fellowship Block (PC),2,4,0.5000,0.0111,Unknown,0.14
"Uruk Slayer",Fellowship Block (PC),3,2,0.5000,0.0056,Unknown,0.07
"Uruk Slayer",Fellowship Block (PC),4,8,0.1250,0.0222,Unknown,0.27
"Uruk Slayer",Fellowship Block (PC),Any,14,0.2857,0.0389,Unknown,0.47
"Uruk Slayer",Movie Block (PC),2,1,1.0000,0.0021,Unknown,0.06
"Uruk Slayer",Movie Block (PC),4,1,0.0000,0.0021,Unknown,0.06
"Uruk Slayer",Movie Block (PC),Any,2,0.5000,0.0041,Unknown,0.11
"Uruk Slayer",All Blocks (PC),Any,16,0.3125,0.0146,Unknown,1.11
"•Aragorn, Heir to the White City",Fellowship Block (PC),1,25,0.5600,0.0694,Unknown,0.85
"•Aragorn, Heir to the White City",Fellowship Block (PC),2,9,0.2222,0.0250,Unknown,0.31
"•Aragorn, Heir to the White City",Fellowship Block (PC),3,10,0.4000,0.0278,Unknown,0.34
"•Aragorn, Heir to the White City",Fellowship Block (PC),4,29,0.5172,0.0806,Unknown,0.98
"•Aragorn, Heir to the White City",Fellowship Block (PC),Any,73,0.4795,0.2028,Unknown,2.48
"•Aragorn, Heir to the White City",All Blocks (PC),Any,73,0.4795,0.0665,Unknown,5.07
"Armor",Fellowship Block (PC),1,100,0.5300,0.2778,Unknown,3.39
"Armor",Fellowship Block (PC),2,121,0.5372,0.3361,Unknown,4.11
"Armor",Fellowship Block (PC),3,2,0.5000,0.0056,Unknown,0.07
"Armor",Fellowship Block (PC),Any,223,0.5336,0.6194,Unknown,7.57
"Armor",Expanded (PC),1,6,0.5000,0.0234,Unknown,0.84
"Armor",Expanded (PC),2,6,0.6667,0.0234,Unknown,0.84
"Armor",Expanded (PC),Any,12,0.5833,0.0469,Unknown,1.68
"Armor",Movie Block (PC),1,49,0.3673,0.1017,Unknown,2.77
"Armor",Movie Block (PC),2,11,0.3636,0.0228,Unknown,0.62
"Armor",Movie Block (PC),3,1,0.0000,0.0021,Unknown,0.06
"Armor",Movie Block (PC),Any,61,0.3607,0.1266,Unknown,3.44
"Armor",All Blocks (PC),Any,296,0.5000,0.2696,Unknown,20.58
"Uruk Ravager",Fellowship Block (PC),1,1,0.0000,0.0028,Unknown,0.03
"Uruk Ravager",Fellowship Block (PC),2,18,0.5556,0.0500,Unknown,0.61
"Uruk Ravager",Fellowship Block (PC),3,11,0.2727,0.0306,Unknown,0.37
"Uruk Ravager",Fellowship Block (PC),4,32,0.6250,0.0889,Unknown,1.09
"Uruk Ravager",Fellowship Block (PC),Any,62,0.5323,0.1722,Unknown,2.10
"Uruk Ravager",All Blocks (PC),Any,62,0.5323,0.0565,Unknown,4.31
"•Aragorn's Bow",Fellowship Block (PC),1,167,0.5509,0.4639,Unknown,5.67
"•Aragorn's Bow",Fellowship Block (PC),2,50,0.4800,0.1389,Unknown,1.70
"•Aragorn's Bow",Fellowship Block (PC),3,4,0.0000,0.0111,Unknown,0.14
"•Aragorn's Bow",Fellowship Block (PC),Any,221,0.5249,0.6139,Unknown,7.50
"•Aragorn's Bow",Expanded (PC),1,13,0.4615,0.0508,Unknown,1.82
"•Aragorn's Bow",Expanded (PC),2,7,0.4286,0.0273,Unknown,0.98
"•Aragorn's Bow",Expanded (PC),Any,20,0.4500,0.0781,Unknown,2.80
"•Aragorn's Bow",Movie Block (PC),1,20,0.6000,0.0415,Unknown,1.13
"•Aragorn's Bow",Movie Block (PC),2,49,0.4082,0.1017,Unknown,2.77
"•Aragorn's Bow",Movie Block (PC),3,5,0.2000,0.0104,Unknown,0.28
"•Aragorn's Bow",Movie Block (PC),Any,74,0.4459,0.1535,Unknown,4.18
"•Aragorn's Bow",All Blocks (PC),Any,315,0.5016,0.2869,Unknown,21.90
"•Lurtz, Servant of Isengard",Fellowship Block (PC),1,21,0.4286,0.0583,Unknown,0.71
"•Lurtz, Servant of Isengard",Fellowship Block (PC),2,6,0.3333,0.0167,Unknown,0.20
"•Lurtz, Servant of Isengard",Fellowship Block (PC),3,36,0.6667,0.1000,Unknown,1.22
"•Lurtz, Servant of Isengard",Fellowship Block (PC),4,11,0.1818,0.0306,Unknown,0.37
"•Lurtz, Servant of Isengard",Fellowship Block (PC),Any,74,0.5000,0.2056,Unknown,2.51
"•Lurtz, Servant of Isengard",Movie Block (PC),1,1,1.0000,0.0021,Unknown,0.06
"•Lurtz, Servant of Isengard",Movie Block (PC),2,2,0.0000,0.0041,Unknown,0.11
"•Lurtz, Servant of Isengard",Movie Block (PC),3,1,0.0000,0.0021,Unknown,0.06
"•Lurtz, Servant of Isengard",Movie Block (PC),4,2,0.0000,0.0041,Unknown,0.11
"•Lurtz, Servant of Isengard",Movie Block (PC),Any,6,0.1667,0.0124,Unknown,0.34
"•Lurtz, Servant of Isengard",All Blocks (PC),Any,80,0.4750,0.0729,Unknown,5.56
"•Uruk Captain",Fellowship Block (PC),1,8,0.5000,0.0222,Unknown,0.27
"•Uruk Captain",Fellowship Block (PC),2,65,0.4615,0.1806,Unknown,2.21
"•Uruk Captain",Fellowship Block (PC),3,13,0.3846,0.0361,Unknown,0.44
"•Uruk Captain",Fellowship Block (PC),4,7,0.4286,0.0194,Unknown,0.24
"•Uruk Captain",Fellowship Block (PC),Any,93,0.4516,0.2583,Unknown,3.16
"•Uruk Captain",Expanded (PC),1,3,0.3333,0.0117,Unknown,0.42
"•Uruk Captain",Expanded (PC),2,19,0.4737,0.0742,Unknown,2.66
"•Uruk Captain",Expanded (PC),Any,22,0.4545,0.0859,Unknown,3.08
"•Uruk Captain",Movie Block (PC),1,1,1.0000,0.0021,Unknown,0.06
"•Uruk Captain",Movie Block (PC),2,3,0.3333,0.0062,Unknown,0.17
"•Uruk Captain",Movie Block (PC),3,1,0.0000,0.0021,Unknown,0.06
"•Uruk Captain",Movie Block (PC),Any,5,0.4000,0.0104,Unknown,0.28
"•Uruk Captain",All Blocks (PC),Any,120,0.4500,0.1093,Unknown,8.34
"Lurtz's Battle Cry",Fellowship Block (PC),1,20,0.3500,0.0556,Unknown,0.68
"Lurtz's Battle Cry",Fellowship Block (PC),2,6,0.1667,0.0167,Unknown,0.20
"Lurtz's Battle Cry",Fellowship Block (PC),3,1,0.0000,0.0028,Unknown,0.03
"Lurtz's Battle Cry",Fellowship Block (PC),Any,27,0.2963,0.0750,Unknown,0.92
"Lurtz's Battle Cry",Movie Block (PC),1,2,1.0000,0.0041,Unknown,0.11
"Lurtz's Battle Cry",Movie Block (PC),2,1,1.0000,0.0021,Unknown,0.06
"Lurtz's Battle Cry",Movie Block (PC),Any,3,1.0000,0.0062,Unknown,0.17
"Lurtz's Battle Cry",All Blocks (PC),Any,30,0.3667,0.0273,Unknown,2.09
"Uruk Lieutenant",Fellowship Block (PC),1,1,0.0000,0.0028,Unknown,0.03
"Uruk Lieutenant",Fellowship Block (PC),2,12,0.3333,0.0333,Unknown,0.41
"Uruk Lieutenant",Fellowship Block (PC),4,55,0.5273,0.1528,Unknown,1.87
"Uruk Lieutenant",Fellowship Block (PC),Any,68,0.4853,0.1889,Unknown,2.31
"Uruk Lieutenant",Expanded (PC),1,3,0.3333,0.0117,Unknown,0.42
"Uruk Lieutenant",Expanded (PC),2,2,0.5000,0.0078,Unknown,0.28
"Uruk Lieutenant",Expanded (PC),Any,5,0.4000,0.0195,Unknown,0.70
"Uruk Lieutenant",All Blocks (PC),Any,73,0.4795,0.0665,Unknown,5.07
"•Bow of the Galadhrim",Fellowship Block (PC),1,53,0.3019,0.1472,Unknown,1.80
"•Bow of the Galadhrim",Fellowship Block (PC),2,6,0.1667,0.0167,Unknown,0.20
"•Bow of the Galadhrim",Fellowship Block (PC),Any,59,0.2881,0.1639,Unknown,2.00
"•Bow of the Galadhrim",Expanded (PC),1,5,0.6000,0.0195,Unknown,0.70
"•Bow of the Galadhrim",Expanded (PC),2,2,0.0000,0.0078,Unknown,0.28
"•Bow of the Galadhrim",Expanded (PC),Any,7,0.4286,0.0273,Unknown,0.98
"•Bow of the Galadhrim",Movie Block (PC),1,9,0.1111,0.0187,Unknown,0.51
"•Bow of the Galadhrim",Movie Block (PC),2,2,0.5000,0.0041,Unknown,0.11
"•Bow of the Galadhrim",Movie Block (PC),Any,11,0.1818,0.0228,Unknown,0.62
"•Bow of the Galadhrim",All Blocks (PC),Any,77,0.2857,0.0701,Unknown,5.35
"Uruk Fighter",Fellowship Block (PC),2,9,0.2222,0.0250,Unknown,0.31
"Uruk Fighter",Fellowship Block (PC),3,1,0.0000,0.0028,Unknown,0.03
"Uruk Fighter",Fellowship Block (PC),4,2,0.5000,0.0056,Unknown,0.07
"Uruk Fighter",Fellowship Block (PC),Any,12,0.2500,0.0333,Unknown,0.41
"Uruk Fighter",All Blocks (PC),Any,12,0.2500,0.0109,Unknown,0.83
"•Asfaloth",Fellowship Block (PC),1,62,0.4677,0.1722,Unknown,2.10
"•Asfaloth",Fellowship Block (PC),2,34,0.5294,0.0944,Unknown,1.15
"•Asfaloth",Fellowship Block (PC),Any,96,0.4896,0.2667,Unknown,3.26
"•Asfaloth",Expanded (PC),1,12,0.3333,0.0469,Unknown,1.68
"•Asfaloth",Expanded (PC),2,2,1.0000,0.0078,Unknown,0.28
"•Asfaloth",Expanded (PC),Any,14,0.4286,0.0547,Unknown,1.96
"•Asfaloth",Movie Block (PC),1,80,0.4750,0.1660,Unknown,4.52
"•Asfaloth",Movie Block (PC),2,6,0.1667,0.0124,Unknown,0.34
"•Asfaloth",Movie Block (PC),Any,86,0.4535,0.1784,Unknown,4.85
"•Asfaloth",All Blocks (PC),Any,196,0.4694,0.1785,Unknown,13.63
"Savagery to Match Their Numbers",Fellowship Block (PC),2,9,0.2222,0.0250,Unknown,0.31
"Savagery to Match Their Numbers",Fellowship Block (PC),3,2,0.0000,0.0056,Unknown,0.07
"Savagery to Match Their Numbers",Fellowship Block (PC),4,64,0.5313,0.1778,Unknown,2.17
"Savagery to Match Their Numbers",Fellowship Block (PC),Any,75,0.4800,0.2083,Unknown,2.54
"Savagery to Match Their Numbers",Expanded (PC),1,5,0.2000,0.0195,Unknown,0.70
"Savagery to Match Their Numbers",Expanded (PC),Any,5,0.2000,0.0195,Unknown,0.70
"Savagery to Match Their Numbers",All Blocks (PC),Any,80,0.4625,0.0729,Unknown,5.56
"•Arwen, Daughter of Elrond",Fellowship Block (PC),1,188,0.5691,0.5222,Unknown,6.38
"•Arwen, Daughter of Elrond",Fellowship Block (PC),2,2,0.5000,0.0056,Unknown,0.07
"•Arwen, Daughter of Elrond",Fellowship Block (PC),3,1,0.0000,0.0028,Unknown,0.03
"•Arwen, Daughter of Elrond",Fellowship Block (PC),Any,191,0.5654,0.5306,Unknown,6.48
"•Arwen, Daughter of Elrond",Expanded (PC),1,8,0.3750,0.0313,Unknown,1.12
"•Arwen, Daughter of Elrond",Expanded (PC),Any,8,0.3750,0.0313,Unknown,1.12
"•Arwen, Daughter of Elrond",Movie Block (PC),3,1,0.0000,0.0021,Unknown,0.06
"•Arwen, Daughter of Elrond",Movie Block (PC),Any,1,0.0000,0.0021,Unknown,0.06
"•Arwen, Daughter of Elrond",All Blocks (PC),Any,200,0.5550,0.1821,Unknown,13.90
"•Boromir, Lord of Gondor",Fellowship Block (PC),1,49,0.4490,0.1361,Unknown,1.66
"•Boromir, Lord of Gondor",Fellowship Block (PC),2,22,0.6364,0.0611,Unknown,0.75
"•Boromir, Lord of Gondor",Fellowship Block (PC),3,16,0.7500,0.0444,Unknown,0.54
