ID,Type,Fellowship Win Rate,Fellowship Games Played,Fellowship Rating,Movie Win Rate,Movie Games Played,Movie Rating,Expanded Win Rate,Expanded Games Played,Expanded Rating
The Prancing Pony, site,0.49653259361997226,1442,High Play Rate with Average Strength,,,N/A,,,N/A
Midgewater Marshes, site,0.5355555555555556,450,High Play Rate with Average Strength,,,N/A,,,N/A
101_59, site,0.5304659498207885,279,High Play Rate with Average Strength,,,N/A,,,N/A
Dwarrowdelf Chamber, site,0.48299319727891155,294,High Play Rate with Average Strength,,,N/A,,,N/A
The Bridge of Khazad-dum, site,0.4973614775725594,3032,High Play Rate with Average Strength,,,N/A,0.5502183406113537,229,High Play Rate with Average Strength
Galadriel's Glade, site,0.5574712643678161,348,High Play Rate with Average Strength,,,N/A,,,N/A
Anduin Confluence, site,0.48665955176093917,937,High Play Rate with Average Strength,,,N/A,,,N/A
Gates of Argonath, site,0.5178571428571429,280,High Play Rate with Average Strength,,,N/A,,,N/A
Tol Brandir, site,0.483704974271012,583,High Play Rate with Average Strength,,,N/A,,,N/A
101_45, drawDeck,0.48333333333333334,240,High Play Rate with Average Strength,0.3402061855670103,97,Redeemable,0.4,15,Average
101_48, drawDeck,0.4669509594882729,469,High Play Rate with Average Strength,0.38961038961038963,77,Redeemable,0.3333333333333333,9,Redeemable
Gimli's Helm, drawDeck,0.45296671490593343,691,High Play Rate with Average Strength,0.5730337078651685,534,High Play Rate with Average Strength,0.4636363636363636,110,High Play Rate with Average Strength
Ulaire Cantea: Lieutenant of Dol Guldur, drawDeck,0.5261146496815287,785,High Play Rate with Average Strength,0.35365853658536583,82,Redeemable,0.16666666666666666,12,Trash
Ulaire Enquea: Lieutenant of Morgul, drawDeck,0.5203205495134516,1747,High Play Rate with Average Strength,0.5148514851485149,2121,High Play Rate with Average Strength,0.5144124168514412,451,High Play Rate with Average Strength
Enduring Evil, drawDeck,0.44745762711864406,295,High Play Rate with Average Strength,0.43346007604562736,263,High Play Rate with Average Strength,0.42857142857142855,21,Average
Hate, drawDeck,0.48736462093862815,554,High Play Rate with Average Strength,0.4801223241590214,327,High Play Rate with Average Strength,0.35,20,Redeemable
Morgul Skulker, drawDeck,0.4419642857142857,224,Average,0.553763440860215,372,High Play Rate with Average Strength,0.25,8,Trash
Orc Assassin, drawDeck,0.4597402597402597,385,High Play Rate with Average Strength,0.3442622950819672,61,Redeemable,0.45454545454545453,11,Low Play Rate with Average Strength
Orc Bowmen, drawDeck,0.4603174603174603,378,High Play Rate with Average Strength,0.38666666666666666,150,Redeemable,0.3888888888888889,18,Redeemable
Thrarin: Dwarven Smith, drawDeck,0.5112781954887218,931,High Play Rate with Average Strength,0.5560859188544153,419,High Play Rate with Average Strength,0.3698630136986301,73,Redeemable
Under the Watching Eye, drawDeck,0.4603658536585366,328,High Play Rate with Average Strength,0.3925925925925926,135,Redeemable,0.4666666666666667,15,Average
There and Back Again, drawDeck,0.5708029197080292,685,High Play Rate with Average Strength,0.5209302325581395,645,High Play Rate with Average Strength,0.34545454545454546,55,Redeemable
Hobbit Stealth, drawDeck,0.4847161572052402,1374,High Play Rate with Average Strength,0.3,30,Redeemable,0.4,10,Low Play Rate with Average Strength
Delving, drawDeck,0.36363636363636365,66,Redeemable,0.5412844036697247,218,High Play Rate with Average Strength,0.2857142857142857,14,Trash
Hand Axe, drawDeck,0.4369747899159664,714,High Play Rate with Average Strength,0.5233766233766234,770,High Play Rate with Average Strength,0.48044692737430167,179,High Play Rate with Average Strength
Mithril-coat, drawDeck,0.5124434389140271,884,High Play Rate with Average Strength,0.5190476190476191,210,High Play Rate with Average Strength,0.4473684210526316,38,Average
Tidings of Erebor, drawDeck,0.4074074074074074,27,Low Play Rate with Average Strength,0.7619047619047619,42,Sleeper or Niche Power Picks,0.35714285714285715,14,Redeemable
Dwarven Bracers, drawDeck,0.43131462333825704,677,High Play Rate with Average Strength,0.5049928673323824,701,High Play Rate with Average Strength,0.5157894736842106,190,High Play Rate with Average Strength
Memory of Many Things, drawDeck,0.4878048780487805,164,Average,0.2692307692307692,26,Trash,0.5,2,Unplayed
Tower Assassin, drawDeck,0.5080745341614907,805,High Play Rate with Average Strength,0.5131578947368421,228,High Play Rate with Average Strength,0.2558139534883721,43,Trash
Book of Mazarbul, drawDeck,0.42081447963800905,442,High Play Rate with Average Strength,0.375,56,Redeemable,0.25,4,Trash
Too Great and Terrible, drawDeck,0.555992141453831,509,High Play Rate with Average Strength,0.5542857142857143,175,High Play Rate with Average Strength,0.6090534979423868,243,Meta Dominating Power Picks
Farin: Dwarven Emissary, drawDeck,0.43628509719222464,463,High Play Rate with Average Strength,0.41379310344827586,29,Low Play Rate with Average Strength,,,N/A
Gimli: Dwarf of Erebor, drawDeck,0.3783783783783784,37,Redeemable,1,2,Unplayed,,,N/A
Sam: Son of Hamfast, drawDeck,0.5105916727538349,1369,High Play Rate with Average Strength,0.5373831775700935,1712,High Play Rate with Average Strength,0.25,4,Trash
Sting, drawDeck,0.492091388400703,2276,High Play Rate with Average Strength,0.4087301587301587,252,High Play Rate with Average Strength,0.37681159420289856,69,Redeemable
Dwarven Axe, drawDeck,0.4323308270676692,532,High Play Rate with Average Strength,0.5307692307692308,650,High Play Rate with Average Strength,0.441025641025641,195,High Play Rate with Average Strength
O Elbereth, drawDeck,0.5246598639455783,1176,High Play Rate with Average Strength,0.4784853700516351,581,High Play Rate with Average Strength,0.36904761904761907,84,Redeemable
Fror: Gimli's Kinsman, drawDeck,0.4276315789473684,456,High Play Rate with Average Strength,0.3,20,Redeemable,0.29411764705882354,17,Trash
Aragorn: Heir to the White City, drawDeck,0.5171568627450981,816,High Play Rate with Average Strength,0.375,128,Redeemable,0.6,10,Sleeper or Niche Power Picks
Bree Streets, site,0.5386064030131826,531,High Play Rate with Average Strength,,,N/A,,,N/A
Ford of Bruinen, site,0.5373563218390804,1044,High Play Rate with Average Strength,,,N/A,,,N/A
Hollin, site,0.4711111111111111,450,High Play Rate with Average Strength,,,N/A,,,N/A
Valley of the Silverlode, site,0.45,360,High Play Rate with Average Strength,,,N/A,,,N/A
Anduin Wilderland, site,0.5140515222482436,854,High Play Rate with Average Strength,,,N/A,,,N/A
101_63, site,0.5348258706467661,804,High Play Rate with Average Strength,,,N/A,,,N/A
Summit of Amon Hen, site,0.5130813953488372,1376,High Play Rate with Average Strength,,,N/A,,,N/A
Ranger's Sword, drawDeck,0.5043196544276458,1852,High Play Rate with Average Strength,0.4528301886792453,371,High Play Rate with Average Strength,0.36363636363636365,11,Redeemable
The Saga of Elendil, drawDeck,0.5078740157480315,508,High Play Rate with Average Strength,0.34023668639053256,338,Redeemable,0.43478260869565216,92,High Play Rate with Average Strength
All Blades Perish, drawDeck,0.42857142857142855,105,Average,0.4605263157894737,152,High Play Rate with Average Strength,0.5238095238095238,21,Average
Black Breath, drawDeck,0.55668358714044,591,High Play Rate with Average Strength,0.4695121951219512,164,High Play Rate with Average Strength,0.49019607843137253,51,High Play Rate with Average Strength
Blade Tip, drawDeck,0.5592011412268189,701,High Play Rate with Average Strength,0.5304347826086957,115,Average,0.5,50,High Play Rate with Average Strength
Morgul Blade, drawDeck,0.41044776119402987,134,Average,,4,Unplayed,0.5,4,Low Play Rate with Average Strength
Morgul Gates, drawDeck,0.5531295487627366,687,High Play Rate with Average Strength,0.48412698412698413,126,Average,0.2916666666666667,24,Trash
Nazgul Sword, drawDeck,0.516597510373444,482,High Play Rate with Average Strength,0.46808510638297873,47,Average,0.3783783783783784,37,Redeemable
The Pale Blade, drawDeck,0.5567375886524822,564,High Play Rate with Average Strength,0.5238095238095238,210,High Play Rate with Average Strength,0.34615384615384615,26,Redeemable
Relentless Charge, drawDeck,0.5827067669172933,532,High Play Rate with Average Strength,0.32142857142857145,28,Redeemable,0.5483870967741935,31,Average
Threshold of Shadow, drawDeck,0.5144508670520231,173,Average,0.15384615384615385,13,Trash,1,1,Unplayed
Ulaire Attea: Keeper of Dol Guldur, drawDeck,0.5603053435114503,655,High Play Rate with Average Strength,0.5652173913043478,138,High Play Rate with Average Strength,0.34615384615384615,26,Redeemable
Ulaire Toldea: Messenger of Morgul, drawDeck,0.5285053929121726,649,High Play Rate with Average Strength,0.4419475655430712,267,High Play Rate with Average Strength,0.5,24,Average
The Witch-king: Lord of Angmar, drawDeck,0.5599343185550082,609,High Play Rate with Average Strength,0.3541666666666667,48,Redeemable,0.25,12,Trash
Wreathed in Shadow, drawDeck,0.6055979643765903,393,Meta Dominating Power Picks,0.40476190476190477,42,Low Play Rate with Average Strength,0.5,22,Average
Merry: Friend to Sam, drawDeck,0.5644555694618273,799,High Play Rate with Average Strength,0.5368620037807184,529,High Play Rate with Average Strength,0.375,56,Redeemable
Pippin: Hobbit of Some Intelligence, drawDeck,0.5582089552238806,335,High Play Rate with Average Strength,0.44086021505376344,93,Average,0.35714285714285715,28,Redeemable
Asfaloth, drawDeck,0.4954682779456193,662,High Play Rate with Average Strength,0.46504065040650405,615,High Play Rate with Average Strength,0.3488372093023256,43,Redeemable
Boromir: Son of Denethor, drawDeck,0.5411558669001751,571,High Play Rate with Average Strength,0.4766146993318486,449,High Play Rate with Average Strength,0.3333333333333333,9,Redeemable
Arwen: Daughter of Elrond, drawDeck,0.5160256410256411,1248,High Play Rate with Average Strength,0.52,25,Low Play Rate with Average Strength,0.32,25,Redeemable
Elven Bow, drawDeck,0.43825665859564167,413,High Play Rate with Average Strength,0.408675799086758,438,High Play Rate with Average Strength,0.4132231404958678,121,High Play Rate with Average Strength
Gwemegil, drawDeck,0.49349442379182157,1076,High Play Rate with Average Strength,0.4367816091954023,609,High Play Rate with Average Strength,0.3018867924528302,53,Redeemable
The Last Alliance of Elves and Men, drawDeck,0.5238589211618258,964,High Play Rate with Average Strength,0.4781297134238311,663,High Play Rate with Average Strength,0.3793103448275862,58,Redeemable
Legolas: Greenleaf , drawDeck,0.5441176470588235,136,Average,0.5857142857142857,70,Average,,,N/A
The Tale of Gil-galad, drawDeck,0.45027624309392267,362,High Play Rate with Average Strength,0.45105820105820105,756,High Play Rate with Average Strength,0.4186046511627907,86,High Play Rate with Average Strength
Aragorn: Ranger of the North, drawDeck,0.543859649122807,627,High Play Rate with Average Strength,0.487062404870624,657,High Play Rate with Average Strength,0.5757575757575758,33,Average
Aragorn's Bow, drawDeck,0.5214557305812059,1841,High Play Rate with Average Strength,0.46646795827123694,671,High Play Rate with Average Strength,0.4326923076923077,104,High Play Rate with Average Strength
Armor, drawDeck,0.5166123778501629,1535,High Play Rate with Average Strength,0.4314214463840399,401,High Play Rate with Average Strength,0.4777777777777778,90,High Play Rate with Average Strength
Gandalf: The Grey Pilgrim, drawDeck,0.538558786346397,791,High Play Rate with Average Strength,0.5357142857142857,168,High Play Rate with Average Strength,0.5333333333333333,15,Average
Secret Sentinels, drawDeck,0.5231910946196661,1078,High Play Rate with Average Strength,0.49037037037037035,675,High Play Rate with Average Strength,0.4,25,Average
Ulaire Nelya: Ringwraith in Twilight, drawDeck,0.5190476190476191,630,High Play Rate with Average Strength,0.4779874213836478,477,High Play Rate with Average Strength,0.47058823529411764,34,Average
Elrond: Herald to Gil-galad, drawDeck,0.5373467112597548,897,High Play Rate with Average Strength,0.51171875,1280,High Play Rate with Average Strength,0.559322033898305,118,High Play Rate with Average Strength
Vilya, drawDeck,0.5396825396825397,378,High Play Rate with Average Strength,0.4686623012160898,1069,High Play Rate with Average Strength,0.3076923076923077,13,Redeemable
Might of Numenor, drawDeck,0.4358974358974359,117,Average,0.3824884792626728,217,Redeemable,0.46153846153846156,91,High Play Rate with Average Strength
Flaming Brand, drawDeck,0.5158597662771286,1797,High Play Rate with Average Strength,0.378698224852071,169,Redeemable,0.47058823529411764,85,High Play Rate with Average Strength
Galadriel: Lady of the Golden Wood, drawDeck,0.5027829313543599,539,High Play Rate with Average Strength,0.5067385444743935,371,High Play Rate with Average Strength,0.36363636363636365,22,Redeemable
East Road, site,0.38461538461538464,156,Redeemable,,,N/A,,,N/A
Trollshaw Forest, site,0.4290718038528897,571,High Play Rate with Average Strength,,,N/A,,,N/A
Council Courtyard, site,0.4080338266384778,473,High Play Rate with Average Strength,,,N/A,,,N/A
Great Chasm, site,0.4606741573033708,178,Average,,,N/A,,,N/A
Dimrill Dale, site,0.5109717868338558,638,High Play Rate with Average Strength,,,N/A,,,N/A
Brown Lands, site,0.4263157894736842,190,Average,,,N/A,,,N/A
Goblin Armory, drawDeck,0.5252854812398042,613,High Play Rate with Average Strength,0.4528301886792453,212,High Play Rate with Average Strength,0.3888888888888889,54,Redeemable
Goblin Marksman, drawDeck,0.42592592592592593,162,Average,0.23076923076923078,13,Trash,0.37254901960784315,51,Redeemable
Goblin Runner, drawDeck,0.5400516795865633,774,High Play Rate with Average Strength,0.525,320,High Play Rate with Average Strength,0.3565217391304348,115,Redeemable
Goblin Scimitar, drawDeck,0.52,600,High Play Rate with Average Strength,0.45023696682464454,211,High Play Rate with Average Strength,0.35135135135135137,37,Redeemable
Goblin Swarms, drawDeck,0.5384615384615384,481,High Play Rate with Average Strength,0.450261780104712,191,High Play Rate with Average Strength,0.34285714285714286,35,Redeemable
Host of Thousands, drawDeck,0.538647342995169,414,High Play Rate with Average Strength,0.5113636363636364,176,High Play Rate with Average Strength,0.34782608695652173,46,Redeemable
They Are Coming, drawDeck,0.5660377358490566,530,High Play Rate with Average Strength,0.49333333333333335,225,High Play Rate with Average Strength,0.375,64,Redeemable
Hobbit Intuition, drawDeck,0.5130813953488372,688,High Play Rate with Average Strength,0.41818181818181815,165,High Play Rate with Average Strength,0.42857142857142855,42,High Play Rate with Average Strength
Sam: Faithful Companion, drawDeck,0.44642857142857145,112,Average,0.4864864864864865,37,Low Play Rate with Average Strength,0.5,2,Unplayed
Dwarven Armor, drawDeck,0.3805668016194332,247,Redeemable,0.48717948717948717,429,High Play Rate with Average Strength,0.44155844155844154,77,High Play Rate with Average Strength
A Promise, drawDeck,0.48427672955974843,159,Average,0.5333333333333333,270,High Play Rate with Average Strength,0.3770491803278688,61,Redeemable
Archer Commander, drawDeck,0.4240506329113924,158,Average,0.5,6,Unplayed,0.325,40,Redeemable
Goblin Bowman, drawDeck,0.43258426966292135,178,Average,0.6037735849056604,53,Standard Power Picks,0.38461538461538464,52,Redeemable
Moria Archer Troop, drawDeck,0.42857142857142855,161,Average,0.6458333333333334,48,Standard Power Picks,0.3617021276595745,47,Redeemable
Song of Durin, drawDeck,0.4370860927152318,302,High Play Rate with Average Strength,0.6216216216216216,37,Sleeper or Niche Power Picks,,,N/A
Grimir: Dwarven Elder, drawDeck,0.325,40,Redeemable,0.53125,32,Low Play Rate with Average Strength,0.32,25,Redeemable
Relics of Moria, drawDeck,0.5450901803607214,499,High Play Rate with Average Strength,0.5040650406504065,123,Average,0.2962962962962963,27,Trash
Gimli: Dwarf of the Mountain-race, drawDeck,0.35353535353535354,99,Redeemable,0.3235294117647059,34,Redeemable,,4,Trash
Bill the Pony, drawDeck,0.4077669902912621,206,Average,0.5378787878787878,132,Average,0.625,24,Standard Power Picks
Frying Pan, drawDeck,0.4916129032258065,775,High Play Rate with Average Strength,0.44481605351170567,299,High Play Rate with Average Strength,0.36363636363636365,11,Redeemable
Farmer Maggot's Fields, site,0.689922480620155,129,Standard Power Picks,,,N/A,,,N/A
Weathertop, site,0.5267857142857143,336,High Play Rate with Average Strength,,,N/A,,,N/A
Eregion Hills, site,0.4585698070374574,881,High Play Rate with Average Strength,,,N/A,,,N/A
Caras Galadhon, site,0.4778761061946903,1017,High Play Rate with Average Strength,,,N/A,,,N/A
101_2, drawDeck,0.5,16,Low Play Rate with Average Strength,0.7692307692307693,13,Sleeper or Niche Power Picks,0.4878048780487805,41,Average
101_3, drawDeck,0.47706422018348627,545,High Play Rate with Average Strength,0.38095238095238093,42,Redeemable,0.3,10,Redeemable
101_37, drawDeck,0.6286644951140065,307,Meta Dominating Power Picks,0.5646687697160884,317,High Play Rate with Average Strength,0.6086956521739131,46,Meta Dominating Power Picks
101_39, drawDeck,0.5311355311355311,273,High Play Rate with Average Strength,0.5371621621621622,296,High Play Rate with Average Strength,0.5686274509803921,51,High Play Rate with Average Strength
101_40, drawDeck,0.5126050420168067,357,High Play Rate with Average Strength,0.5219512195121951,410,High Play Rate with Average Strength,0.58,50,High Play Rate with Average Strength
101_53, drawDeck,0.5486725663716814,339,High Play Rate with Average Strength,0.5407407407407407,270,High Play Rate with Average Strength,0.4117647058823529,17,Average
Gimli's Battle Axe, drawDeck,0.43902439024390244,533,High Play Rate with Average Strength,0.5315315315315315,222,High Play Rate with Average Strength,0.3,10,Redeemable
Black Steed, drawDeck,0.5972222222222222,216,Average,0.4489795918367347,49,Average,0.45454545454545453,11,Low Play Rate with Average Strength
Lord of Moria, drawDeck,0.3076923076923077,65,Redeemable,0.555045871559633,218,High Play Rate with Average Strength,0.19047619047619047,21,Trash
Fear, drawDeck,0.4,150,Average,0.5093457943925234,214,High Play Rate with Average Strength,0.5714285714285714,7,Low Play Rate with Average Strength
Frozen by Fear, drawDeck,0.3875,80,Redeemable,,,N/A,,,N/A
Ulaire Lemenya: Lieutenant of Morgul, drawDeck,0.4444444444444444,171,Average,0.36363636363636365,22,Redeemable,0.42857142857142855,7,Low Play Rate with Average Strength
Stairs of Khazad-dum, drawDeck,0.4222222222222222,135,Average,,,N/A,,6,Trash
1_286*, drawDeck,0.6805555555555556,144,Standard Power Picks,0.75,16,Sleeper or Niche Power Picks,,,N/A
Axe Strike, drawDeck,0.3972602739726027,219,Redeemable,0.5348101265822784,316,High Play Rate with Average Strength,0.1,20,Trash
Power According to His Stature, drawDeck,0.44297520661157025,605,High Play Rate with Average Strength,0.48663101604278075,187,High Play Rate with Average Strength,0.4716981132075472,53,High Play Rate with Average Strength
Cleaving Blow, drawDeck,0.32142857142857145,112,Redeemable,0.2,5,Unplayed,,14,Trash
Legolas: Greenleaf, drawDeck,0.5373395565927654,1714,High Play Rate with Average Strength,0.5118110236220472,1270,High Play Rate with Average Strength,0.36,50,Redeemable
Endurance of Dwarves, drawDeck,0.28823529411764703,170,Trash,0.4396551724137931,116,Average,0.25,8,Trash
Flurry of Blows, drawDeck,0.3811188811188811,286,Redeemable,0.38974358974358975,195,Redeemable,0.06666666666666667,15,Trash
Helpless, drawDeck,0.38990825688073394,218,Redeemable,0.6283783783783784,148,Meta Dominating Power Picks,0.5,2,Unplayed
It Wants to be Found, drawDeck,0.48258706467661694,402,High Play Rate with Average Strength,0.5136268343815513,477,High Play Rate with Average Strength,0.4666666666666667,30,Average
Ulaire Attea: The Easterling, drawDeck,0.4212962962962963,216,Average,0.4563758389261745,149,High Play Rate with Average Strength,0.5151515151515151,33,Average
Ulaire Enquea: Ringwraith in Twilight, drawDeck,0.4478114478114478,297,High Play Rate with Average Strength,0.510989010989011,364,High Play Rate with Average Strength,0.5652173913043478,69,High Play Rate with Average Strength
The Witch-king: Lord of the Nazgul, drawDeck,0.4745762711864407,413,High Play Rate with Average Strength,0.49682875264270615,473,High Play Rate with Average Strength,0.4782608695652174,69,High Play Rate with Average Strength
Great Works Begun There, drawDeck,0.35365853658536583,82,Redeemable,0.36363636363636365,11,Redeemable,,1,Unplayed
Ulaire Otsea: Ringwraith in Twilight, drawDeck,0.3894736842105263,190,Redeemable,0.4722222222222222,108,Average,0.375,16,Redeemable
Ulaire Nertea: Messenger of Dol Guldur, drawDeck,0.4264264264264264,333,High Play Rate with Average Strength,0.42424242424242425,198,High Play Rate with Average Strength,0.6,75,Meta Dominating Power Picks
Beneath the Mountains, drawDeck,0.4666666666666667,105,Average,0.5514018691588785,107,Average,0.3469387755102041,49,Redeemable
Realm of Dwarrowdelf, drawDeck,0.5223880597014925,67,Low Play Rate with Average Strength,0.5897435897435898,78,Average,0.5357142857142857,28,Average
Gloin: Friend to Thorin, drawDeck,0.4397463002114165,473,High Play Rate with Average Strength,0.5597014925373134,134,High Play Rate with Average Strength,0.21739130434782608,23,Trash
Westfarthing, site,0.36153846153846153,130,Redeemable,,,N/A,,,N/A
Shores of Nen Hithoel, site,0.5096045197740113,885,High Play Rate with Average Strength,,,N/A,0.5384615384615384,13,Low Play Rate with Average Strength
Orc Ambusher, drawDeck,0.451417004048583,494,High Play Rate with Average Strength,0.26666666666666666,15,Trash,0.2857142857142857,14,Trash
Orc Scouting Band, drawDeck,0.4441340782122905,358,High Play Rate with Average Strength,0.36538461538461536,104,Redeemable,0.35294117647058826,17,Redeemable
You Bring Great Evil, drawDeck,0.4878048780487805,123,Average,0.4782608695652174,23,Low Play Rate with Average Strength,0.25,4,Trash
Till Durin Wakes Again, drawDeck,0.44221105527638194,398,High Play Rate with Average Strength,0.4473684210526316,38,Low Play Rate with Average Strength,0.3333333333333333,60,Redeemable
Orc Inquisitor, drawDeck,0.3684210526315789,171,Redeemable,0.2571428571428571,70,Trash,0.27586206896551724,29,Trash
Silverlode Banks, site,0.44206008583690987,699,High Play Rate with Average Strength,,,N/A,,,N/A
Anduin Banks, site,0.44670846394984326,638,High Play Rate with Average Strength,0.5280567040756055,1693,High Play Rate with Average Strength,0.47202797202797203,286,High Play Rate with Average Strength
Emyn Muil, site,0.453416149068323,322,High Play Rate with Average Strength,,,N/A,,,N/A
A Ranger's Versatility, drawDeck,0.6637168141592921,113,Standard Power Picks,,1,Unplayed,0.4,15,Average
In the Ringwraith's Wake, drawDeck,0.4025974025974026,77,Average,0.42391304347826086,92,Average,,7,Trash
Hobbit Sword, drawDeck,0.5195876288659794,485,High Play Rate with Average Strength,0.48055555555555557,720,High Play Rate with Average Strength,0.37254901960784315,153,Redeemable
Orophin: Lorien Bowman, drawDeck,0.5155482815057283,611,High Play Rate with Average Strength,0.44144144144144143,111,Average,0.3793103448275862,29,Redeemable
Rumil: Elven Protector, drawDeck,0.5180180180180181,666,High Play Rate with Average Strength,0.49572649572649574,234,High Play Rate with Average Strength,0.32432432432432434,37,Redeemable
Blade of Gondor, drawDeck,0.49868073878627966,758,High Play Rate with Average Strength,0.3411764705882353,170,Redeemable,0.4489795918367347,49,High Play Rate with Average Strength
The Balrog: Durin's Bane, drawDeck,0.49144811858608894,877,High Play Rate with Average Strength,,,N/A,,,N/A
Calaglin: Elf of Lorien, drawDeck,0.44495412844036697,218,Average,0.49056603773584906,106,Average,0.16666666666666666,6,Trash
Boromir: Defender of Minas Tirith, drawDeck,0.49846153846153846,325,High Play Rate with Average Strength,0.28,25,Trash,0.5555555555555556,18,Average
Gondor Bowmen, drawDeck,0.5232358003442341,581,High Play Rate with Average Strength,0.3919308357348703,347,Redeemable,0.4824561403508772,114,High Play Rate with Average Strength
Can You Protect Me From Yourself, drawDeck,0.3248407643312102,157,Redeemable,0.2,5,Unplayed,0.5555555555555556,9,Low Play Rate with Average Strength
Isengard Smith, drawDeck,0.46285714285714286,175,Average,0.5391304347826087,115,Average,0.5555555555555556,9,Low Play Rate with Average Strength
Isengard Warrior, drawDeck,0.48520710059171596,169,Average,0.6630434782608695,184,Meta Dominating Power Picks,0.5,14,Average
Orc Commander, drawDeck,0.48936170212765956,141,Average,0.5384615384615384,117,Average,0.5,10,Low Play Rate with Average Strength
Galadriel: Lady of Light, drawDeck,0.5281124497991968,498,High Play Rate with Average Strength,0.3161290322580645,155,Redeemable,0.4,5,Low Play Rate with Average Strength
News of Mordor, drawDeck,0.391304347826087,23,Redeemable,0.2857142857142857,7,Unplayed,0.3333333333333333,6,Redeemable
101_42, drawDeck,0.48623853211009177,109,Average,0.28125,32,Trash,0.5,6,Low Play Rate with Average Strength
101_43, drawDeck,0.5081967213114754,122,Average,0.34210526315789475,38,Redeemable,0.5,6,Low Play Rate with Average Strength
The Nine Servants of Sauron, drawDeck,0.6590909090909091,44,Sleeper or Niche Power Picks,,,N/A,0.5833333333333334,12,Low Play Rate with Average Strength
Shoulder to Shoulder, drawDeck,0.5595238095238095,84,Average,0.4666666666666667,135,High Play Rate with Average Strength,0.34615384615384615,26,Redeemable
His Terrible Servants, drawDeck,0.5067264573991032,223,Average,0.5284280936454849,299,High Play Rate with Average Strength,0.6170212765957447,47,Meta Dominating Power Picks
Gates of the Dead City, drawDeck,0.45145631067961167,206,Average,0.41784037558685444,213,High Play Rate with Average Strength,0.4,35,Average
Rivendell Valley, site,0.4362745098039216,204,Average,,,N/A,,,N/A
Moria Lake, site,0.5638686131386861,548,High Play Rate with Average Strength,,,N/A,,,N/A
Lothlorien Woods, site,0.39338235294117646,272,Redeemable,,,N/A,,,N/A
Desperate Defense of the Ring, drawDeck,0.3787878787878788,264,Redeemable,0.3489010989010989,364,Redeemable,0.1951219512195122,41,Trash
Thin and Stretched, drawDeck,0.40066225165562913,302,High Play Rate with Average Strength,0.3770949720670391,358,Redeemable,0.21428571428571427,42,Trash
Bow of the Galadhrim, drawDeck,0.4090909090909091,506,High Play Rate with Average Strength,0.39826839826839827,231,Redeemable,0.47619047619047616,42,High Play Rate with Average Strength
Celeborn: Lord of Lorien, drawDeck,0.5067024128686327,373,High Play Rate with Average Strength,0.3592814371257485,167,Redeemable,0.4166666666666667,24,Average
Aragorn: King in Exile, drawDeck,0.4886499402628435,837,High Play Rate with Average Strength,0.4739583333333333,384,High Play Rate with Average Strength,0.5217391304347826,23,Average
Double Shot, drawDeck,0.4068965517241379,290,High Play Rate with Average Strength,0.45591939546599497,397,High Play Rate with Average Strength,0.4,85,High Play Rate with Average Strength
Haldir: Elf of the Golden Wood, drawDeck,0.4574468085106383,94,Average,,1,Unplayed,,,N/A
Orc Warrior, drawDeck,0.1875,16,Trash,,,N/A,,,N/A
Legolas: Son of Thranduil, drawDeck,0.4807692307692308,156,Average,0.2,5,Unplayed,0.5714285714285714,7,Low Play Rate with Average Strength
Forests of Lothlorien, drawDeck,,9,Unplayed,1,1,Unplayed,,,N/A
Long-knives of Legolas, drawDeck,0.4159132007233273,553,High Play Rate with Average Strength,0.39520958083832336,167,Redeemable,0.3829787234042553,47,Redeemable
Orc Butcher, drawDeck,0.3577981651376147,109,Redeemable,0.35877862595419846,131,Redeemable,0.2727272727272727,11,Trash
Band of the Eye, drawDeck,0.4107142857142857,336,High Play Rate with Average Strength,0.34782608695652173,115,Redeemable,0.3333333333333333,21,Redeemable
Desperate Measures, drawDeck,0.14285714285714285,28,Trash,,3,Unplayed,,6,Trash
Tower Lieutenant, drawDeck,0.29411764705882354,68,Trash,0.3076923076923077,13,Redeemable,0.3333333333333333,3,Redeemable
Ancient Enmity, drawDeck,0.3333333333333333,6,Unplayed,,1,Unplayed,0.2777777777777778,18,Trash
Curse Their Foul Feet, drawDeck,0.07692307692307693,13,Unplayed,0.5384615384615384,39,Low Play Rate with Average Strength,,,N/A
The White Arrows of Lorien, drawDeck,0.13636363636363635,22,Trash,0.42857142857142855,14,Low Play Rate with Average Strength,,5,Trash
Tower of Barad-dur, drawDeck,0.1111111111111111,36,Trash,0.3125,16,Redeemable,0.16666666666666666,12,Trash
His Cruelty and Malice, drawDeck,0.10344827586206896,29,Trash,,4,Unplayed,0.3333333333333333,6,Redeemable
101_62, site,0.6304985337243402,341,Meta Dominating Power Picks,,,N/A,,,N/A
Here Lies Balin: Son of Fundin, drawDeck,0.36363636363636365,33,Redeemable,0.625,48,Standard Power Picks,,1,Unplayed
Morgul Hunter, drawDeck,0.4894894894894895,333,High Play Rate with Average Strength,0.37662337662337664,77,Redeemable,0.16666666666666666,24,Trash
Orc Soldier, drawDeck,0.40804597701149425,174,Average,0.5454545454545454,11,Low Play Rate with Average Strength,0.3333333333333333,6,Redeemable
Bounder, drawDeck,0.5232668566001899,1053,High Play Rate with Average Strength,0.49625935162094764,401,High Play Rate with Average Strength,0.4166666666666667,72,High Play Rate with Average Strength
