Card,Block,Category/Count,Games,Win Rate,Play Rate,Weighted Play Rate,Weighted Inclusion Rate,Pool Size,Mock's Initial Ratings
"•Celeborn, Lord of the Galadhrim",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"•Celeborn, Lord of the Galadhrim",All Blocks (PC),Any,34,0.3235,0.0097,Unknown,0.88,3741,Redeemable?
"Goblin Swarms",Movie Block (PC),1,15,0.2667,0.0085,Unknown,Unknown,1337,Redeemable?
"Goblin Swarms",Movie Block (PC),2,62,0.3710,0.0349,Unknown,Unknown,1337,Redeemable?
"Goblin Swarms",Movie Block (PC),3,30,0.7000,0.0169,Unknown,Unknown,1337,outlier
"Goblin Swarms",Movie Block (PC),4,15,0.5333,0.0085,Unknown,Unknown,1337,outlier
"Goblin Swarms",Movie Block (PC),Any,122,0.4590,0.0688,Unknown,2.25,1337,High Play Rate
"Goblin Swarms",Fellowship Block (PC),1,21,0.6190,0.0153,Unknown,Unknown,556,outlier
"Goblin Swarms",Fellowship Block (PC),2,191,0.5864,0.1394,Unknown,Unknown,556,outlier
"Goblin Swarms",Fellowship Block (PC),3,17,0.5882,0.0124,Unknown,Unknown,556,outlier
"Goblin Swarms",Fellowship Block (PC),4,8,0.1250,0.0058,Unknown,Unknown,556,Trash
"Goblin Swarms",Fellowship Block (PC),Any,237,0.5738,0.1730,Unknown,2.34,556,High Play Rate
"Goblin Swarms",Expanded (PC),1,9,0.3333,0.0246,Unknown,Unknown,1848,Redeemable?
"Goblin Swarms",Expanded (PC),2,10,0.7000,0.0273,Unknown,Unknown,1848,outlier
"Goblin Swarms",Expanded (PC),Any,19,0.5263,0.0519,Unknown,2.17,1848,High Play Rate
"Goblin Swarms",All Blocks (PC),Any,378,0.5344,0.1077,Unknown,9.74,3741,Over Played?
"•Haldir, Elf of the Golden Wood",Movie Block (PC),1,4,0.0000,0.0023,Unknown,Unknown,1337,Trash
"•Haldir, Elf of the Golden Wood",Movie Block (PC),Any,4,0.0000,0.0023,Unknown,0.07,1337,Unplayed
"•Haldir, Elf of the Golden Wood",Fellowship Block (PC),1,129,0.4729,0.0942,Unknown,Unknown,556,outlier
"•Haldir, Elf of the Golden Wood",Fellowship Block (PC),2,8,0.2500,0.0058,Unknown,Unknown,556,Redeemable?
"•Haldir, Elf of the Golden Wood",Fellowship Block (PC),3,3,0.0000,0.0022,Unknown,Unknown,556,Trash
"•Haldir, Elf of the Golden Wood",Fellowship Block (PC),Any,140,0.4500,0.1022,Unknown,1.38,556,Average
"•Haldir, Elf of the Golden Wood",All Blocks (PC),Any,144,0.4375,0.0410,Unknown,3.71,3741,Meta Staple
"•The Balrog, Flame of Udun",Movie Block (PC),1,94,0.4574,0.0530,Unknown,Unknown,1337,outlier
"•The Balrog, Flame of Udun",Movie Block (PC),Any,94,0.4574,0.0530,Unknown,1.73,1337,High Play Rate
"•The Balrog, Flame of Udun",Fellowship Block (PC),1,312,0.5481,0.2277,Unknown,Unknown,556,outlier
"•The Balrog, Flame of Udun",Fellowship Block (PC),2,5,0.6000,0.0036,Unknown,Unknown,556,outlier
"•The Balrog, Flame of Udun",Fellowship Block (PC),Any,317,0.5489,0.2314,Unknown,3.12,556,Meta Staple
"•The Balrog, Flame of Udun",All Blocks (PC),Any,411,0.5280,0.1171,Unknown,10.59,3741,Over Played?
"Goblin Marksman",Movie Block (PC),4,55,0.2545,0.0310,Unknown,Unknown,1337,Redeemable?
"Goblin Marksman",Movie Block (PC),Any,55,0.2545,0.0310,Unknown,1.01,1337,Redeemable?
"Goblin Marksman",Fellowship Block (PC),2,10,0.1000,0.0073,Unknown,Unknown,556,Trash
"Goblin Marksman",Fellowship Block (PC),3,20,0.4500,0.0146,Unknown,Unknown,556,outlier
"Goblin Marksman",Fellowship Block (PC),4,69,0.4783,0.0504,Unknown,Unknown,556,outlier
"Goblin Marksman",Fellowship Block (PC),Any,99,0.4343,0.0723,Unknown,0.98,556,Average
"Goblin Marksman",Expanded (PC),4,6,0.8333,0.0164,Unknown,Unknown,1848,All it does is Win
"Goblin Marksman",Expanded (PC),Any,6,0.8333,0.0164,Unknown,0.69,1848,All it does is Win
"Goblin Marksman",All Blocks (PC),Any,160,0.3875,0.0456,Unknown,4.12,3741,Redeemable?
"•Elrond, Elven Lord",Movie Block (PC),1,7,0.1429,0.0039,Unknown,Unknown,1337,Trash
"•Elrond, Elven Lord",Movie Block (PC),2,20,0.4500,0.0113,Unknown,Unknown,1337,outlier
"•Elrond, Elven Lord",Movie Block (PC),Any,27,0.3704,0.0152,Unknown,0.50,1337,Redeemable?
"•Elrond, Elven Lord",Expanded (PC),1,7,0.4286,0.0191,Unknown,Unknown,1848,outlier
"•Elrond, Elven Lord",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Elrond, Elven Lord",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Elrond, Elven Lord",Expanded (PC),Any,9,0.3333,0.0246,Unknown,1.03,1848,Redeemable?
"•Elrond, Elven Lord",All Blocks (PC),Any,36,0.3611,0.0103,Unknown,0.93,3741,Redeemable?
"Goblin Archer",Movie Block (PC),1,3,0.0000,0.0017,Unknown,Unknown,1337,Trash
"Goblin Archer",Movie Block (PC),2,24,0.2083,0.0135,Unknown,Unknown,1337,Trash
"Goblin Archer",Movie Block (PC),4,3,0.3333,0.0017,Unknown,Unknown,1337,Redeemable?
"Goblin Archer",Movie Block (PC),Any,30,0.2000,0.0169,Unknown,0.55,1337,Trash
"Goblin Archer",Fellowship Block (PC),1,3,0.3333,0.0022,Unknown,Unknown,556,Redeemable?
"Goblin Archer",Fellowship Block (PC),2,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"Goblin Archer",Fellowship Block (PC),3,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Goblin Archer",Fellowship Block (PC),4,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Goblin Archer",Fellowship Block (PC),Any,7,0.1429,0.0051,Unknown,0.07,556,Unplayed
"Goblin Archer",All Blocks (PC),Any,37,0.1892,0.0105,Unknown,0.95,3741,Trash
"•The Mirror of Galadriel",Movie Block (PC),1,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"•The Mirror of Galadriel",Movie Block (PC),3,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"•The Mirror of Galadriel",Movie Block (PC),Any,4,0.0000,0.0023,Unknown,0.07,1337,Unplayed
"•The Mirror of Galadriel",Expanded (PC),1,2,0.5000,0.0055,Unknown,Unknown,1848,outlier
"•The Mirror of Galadriel",Expanded (PC),Any,2,0.5000,0.0055,Unknown,0.23,1848,Low Play Rate
"•The Mirror of Galadriel",All Blocks (PC),Any,6,0.1667,0.0017,Unknown,0.15,3741,Trash
"•Archer Commander",Movie Block (PC),1,3,0.6667,0.0017,Unknown,Unknown,1337,outlier
"•Archer Commander",Movie Block (PC),2,39,0.2821,0.0220,Unknown,Unknown,1337,Redeemable?
"•Archer Commander",Movie Block (PC),3,8,0.0000,0.0045,Unknown,Unknown,1337,Trash
"•Archer Commander",Movie Block (PC),4,5,0.2000,0.0028,Unknown,Unknown,1337,Trash
"•Archer Commander",Movie Block (PC),Any,55,0.2545,0.0310,Unknown,1.01,1337,Redeemable?
"•Archer Commander",Fellowship Block (PC),1,32,0.4375,0.0234,Unknown,Unknown,556,outlier
"•Archer Commander",Fellowship Block (PC),2,50,0.5400,0.0365,Unknown,Unknown,556,outlier
"•Archer Commander",Fellowship Block (PC),3,5,0.6000,0.0036,Unknown,Unknown,556,outlier
"•Archer Commander",Fellowship Block (PC),4,5,0.6000,0.0036,Unknown,Unknown,556,outlier
"•Archer Commander",Fellowship Block (PC),Any,92,0.5109,0.0672,Unknown,0.91,556,Average
"•Archer Commander",Expanded (PC),2,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"•Archer Commander",Expanded (PC),Any,2,1.0000,0.0055,Unknown,0.23,1848,All it does is Win
"•Archer Commander",All Blocks (PC),Any,149,0.4228,0.0425,Unknown,3.84,3741,Meta Staple
"Elven Sword",Movie Block (PC),1,59,0.3390,0.0333,Unknown,Unknown,1337,Redeemable?
"Elven Sword",Movie Block (PC),2,57,0.4035,0.0321,Unknown,Unknown,1337,outlier
"Elven Sword",Movie Block (PC),3,13,0.0769,0.0073,Unknown,Unknown,1337,Trash
"Elven Sword",Movie Block (PC),4,16,0.3750,0.0090,Unknown,Unknown,1337,Redeemable?
"Elven Sword",Movie Block (PC),Any,145,0.3448,0.0817,Unknown,2.67,1337,Redeemable?
"Elven Sword",Expanded (PC),1,3,0.0000,0.0082,Unknown,Unknown,1848,Trash
"Elven Sword",Expanded (PC),2,3,0.3333,0.0082,Unknown,Unknown,1848,Redeemable?
"Elven Sword",Expanded (PC),3,5,0.4000,0.0137,Unknown,Unknown,1848,outlier
"Elven Sword",Expanded (PC),Any,11,0.2727,0.0301,Unknown,1.26,1848,Redeemable?
"Elven Sword",All Blocks (PC),Any,156,0.3397,0.0444,Unknown,4.02,3741,Redeemable?
"•Legolas' Sword",Movie Block (PC),1,15,0.7333,0.0085,Unknown,Unknown,1337,outlier
"•Legolas' Sword",Movie Block (PC),2,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"•Legolas' Sword",Movie Block (PC),Any,17,0.6471,0.0096,Unknown,0.31,1337,Sleeper or Niche Power Picks
"•Legolas' Sword",All Blocks (PC),Any,17,0.6471,0.0048,Unknown,0.44,3741,Sleeper or Niche Power Picks
"Break the Charge",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Break the Charge",Movie Block (PC),2,3,0.3333,0.0017,Unknown,Unknown,1337,Redeemable?
"Break the Charge",Movie Block (PC),4,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"Break the Charge",Movie Block (PC),Any,5,0.4000,0.0028,Unknown,0.09,1337,Unplayed
"Break the Charge",Expanded (PC),2,3,0.6667,0.0082,Unknown,Unknown,1848,outlier
"Break the Charge",Expanded (PC),Any,3,0.6667,0.0082,Unknown,0.34,1848,Sleeper or Niche Power Picks
"Break the Charge",All Blocks (PC),Any,8,0.5000,0.0023,Unknown,0.21,3741,Low Play Rate
"Moria Archer Troop",Movie Block (PC),2,4,0.0000,0.0023,Unknown,Unknown,1337,Trash
"Moria Archer Troop",Movie Block (PC),3,23,0.2174,0.0130,Unknown,Unknown,1337,Trash
"Moria Archer Troop",Movie Block (PC),4,28,0.3214,0.0158,Unknown,Unknown,1337,Redeemable?
"Moria Archer Troop",Movie Block (PC),Any,55,0.2545,0.0310,Unknown,1.01,1337,Redeemable?
"Moria Archer Troop",Fellowship Block (PC),1,17,0.4118,0.0124,Unknown,Unknown,556,outlier
